pipe,gen,reps,seed,dp,dpr,eo,eqOdds,accu,precision,recall,f1,roc_auc
"count_enc,most_freq_imp,quant_scale,over_samp,k_best_sel",0,accu_dp,36464,0.1226782840858738,1.3741972103261622,0.0509963243797875,0.1384572457634974,0.1975193847989093,0.1310635566237494,0.287574556918882,0.217067773287992,0.1975193847989093
"onehot_enc,most_freq_imp,no_scale,no_sel,no_samp",0,accu_dp,36464,0.0553367994439518,1.2691412742382269,0.006230490197938,0.0104773445964341,0.0996557347345534,0.0123641813413263,0.2881447475020252,0.1726302573760201,0.1463218625035688
"target_enc,most_freq_imp,over_samp,max_abs_scale,no_sel",0,accu_dp,36464,0.1043101875737649,1.2985930552060527,0.0301231477319445,0.078412010662177,0.1296768490115882,0.0583203869151414,0.2104571404226311,0.1410762989518144,0.1296768490115882
"count_enc,mean_imp,quant_scale,no_sel,under_samp",0,accu_dp,36464,0.1069464960947477,1.3091277613886008,0.0088319563180669,0.0993562950477228,0.1855801039697541,0.1236072338858516,0.2678951188225761,0.2022279252944146,0.1855801039697541
"loo_enc,median_imp,under_samp,min_max_scale,k_best_sel",0,accu_dp,36464,0.1989418021578738,1.5796422876691385,0.1921022088362936,0.3431171161094908,0.3306820483391844,0.3224309875566293,0.3538895827707264,0.3385419886945809,0.3306820483391844
"onehot_enc,median_imp,k_best_sel,over_samp,min_max_scale",0,accu_dp,36464,0.1958198676585572,1.5733541927298569,0.1831528767831547,0.3365099623003644,0.3309315354464893,0.3211931741894036,0.3581607873210635,0.3401973886658387,0.3309315354464893
"woe_enc,median_imp,norm_scale,no_samp,k_best_sel",0,accu_dp,36464,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"ordinal_enc,mean_imp,under_samp,max_abs_scale,k_best_sel",0,accu_dp,36464,0.2015789177959002,1.581500140045314,0.2026579865831578,0.3530670558006514,0.3413828314879826,0.3353398198604496,0.3596956859303267,0.3477511653014178,0.3413828314879826
"ordinal_enc,mean_imp,k_best_sel,under_samp,norm_scale",0,accu_dp,36464,0.311174156559439,-1.0,0.5814185635042081,0.7716353652382423,0.3908085504995948,0.2918471531212937,0.6285359843370241,0.5127223898187994,0.3908085504995948
"count_enc,most_freq_imp,k_best_sel,quant_scale,over_samp",0,accu_dp,36464,0.1238700393476003,1.372928735433322,0.049698710691251,0.1420181932253045,0.2006827283571914,0.1394518189740741,0.2855828220858896,0.2193007233184545,0.2006827283571914
"count_enc,most_freq_imp,quant_scale,over_samp,k_best_sel",1,accu_dp,36464,0.1226782840858738,1.3741972103261622,0.0509963243797875,0.1384572457634974,0.1975193847989093,0.1310635566237494,0.287574556918882,0.217067773287992,0.1975193847989093
"count_enc,mean_imp,quant_scale,no_sel,under_samp",1,accu_dp,36464,0.1069464960947477,1.3091277613886008,0.0088319563180669,0.0993562950477228,0.1855801039697541,0.1236072338858516,0.2678951188225761,0.2022279252944146,0.1855801039697541
"count_enc,most_freq_imp,k_best_sel,quant_scale,under_samp",1,accu_dp,36464,0.1285864327234818,1.3865374261306194,0.0541354687674547,0.1538358309980436,0.2105830576559545,0.1544773605524782,0.2917609033216312,0.2291872357159488,0.2105830576559545
"loo_enc,median_imp,over_samp,min_max_scale,k_best_sel",1,accu_dp,36464,0.1952723478851686,1.568266575079719,0.1862910474213796,0.3352951422344606,0.329063352079073,0.3198385767328542,0.3546672631220177,0.3377141702631799,0.329063352079073
"count_enc,most_freq_imp,k_best_sel,quant_scale,over_samp",1,accu_dp,36464,0.1238700393476003,1.372928735433322,0.049698710691251,0.1420181932253045,0.2006827283571914,0.1394518189740741,0.2855828220858896,0.2193007233184545,0.2006827283571914
"woe_enc,median_imp,norm_scale,no_samp,k_best_sel",1,accu_dp,36464,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
