pipe,gen,dp_acc_reps,seed,dp,dpr,eo,eqOdds,accu,precision,recall,f1,roc_auc
"count_enc,median_imp,k_best_sel,under_samp,quant_scale",0,"(0, 20)",12677,0.42460403278168973,0.3199207548950215,0.3061660954493845,0.5591823239315246,0.21444271298303788,0.2200448701011513,0.20443223122050766,0.21231675408966266,0.21444271298303788
"ordinal_enc,median_imp,over_samp,max_abs_scale,k_best_sel",0,"(0, 20)",12677,0.4464623924072232,0.2745782126399535,0.4045792261041737,0.6745139684366592,0.2478171141788026,0.24536908323142603,0.2526256573624596,0.2490156109813236,0.2478171141788026
"woe_enc,median_imp,quant_scale,k_best_sel,no_samp",0,"(0, 20)",12677,0.19873558207838785,0.22794645507433264,0.20058544798152592,0.2951578022570126,0.16535118700285634,0.3031565454254128,0.4453513582451222,0.3823320551058093,0.26094428753680016
"target_enc,mean_imp,no_sel,under_samp,max_abs_scale",0,"(0, 20)",12677,0.4200530908990087,0.34721267205431944,0.23228525195053845,0.4985412834024742,0.19583260266547636,0.21318203282350912,0.16558195702078815,0.1900821426593221,0.1958326026654764
"ordinal_enc,mean_imp,no_sel,over_samp,min_max_scale",0,"(0, 20)",12677,0.4458346757403138,0.2759182282310518,0.3985571236897466,0.6688003324341212,0.24632098250404524,0.2441490381816256,0.2505669751213592,0.24737219517782955,0.2463209825040453
"target_enc,median_imp,under_samp,no_scale,k_best_sel",0,"(0, 20)",12677,0.4160427709111539,0.34776994249398585,0.2285636881249444,0.4912099504989551,0.1967751642009948,0.21162902163883315,0.17101015495472516,0.19183227864223507,0.19677516420099475
"ordinal_enc,median_imp,k_best_sel,norm_scale,no_samp",0,"(0, 20)",12677,0.06805310556122911,-1.0,0.7548770144189997,0.801165588230509,0.2198335431958474,0.3968589549984894,0.7453130978191564,0.6418579626972735,0.39923421881249066
"woe_enc,most_freq_imp,no_sel,over_samp,no_scale",0,"(0, 20)",12677,0.4105185962167897,0.3612315903249513,0.2131907267220373,0.4698593976001576,0.1914817834749191,0.21012683550245112,0.15931495246763755,0.18551440966064767,0.19148178347491898
"onehot_enc,most_freq_imp,over_samp,quant_scale,k_best_sel",0,"(0, 20)",12677,0.4310876989276093,0.3240573447472639,0.2987574585465883,0.5670022690452347,0.21487535396440127,0.2267329697678615,0.1931779682443366,0.21031244675020785,0.21487535396440127
"woe_enc,most_freq_imp,k_best_sel,under_samp,min_max_scale",0,"(0, 20)",12677,0.4271014954968347,0.3480947965332176,0.2353188779537534,0.5134883245777979,0.1979448970156868,0.22029460091284653,0.15798168282106878,0.19033704875297155,0.1979448970156868
