pipe,gen,dp_acc_ratio,seed,dp,dpr,eo,eqOdds,accu,precision,recall,f1,roc_auc
"target_enc,most_freq_imp,no_scale,k_best_sel,over_samp",0,"(0, 10)",99459,0.4127009057714337,0.35086076924433424,0.22382909774966467,0.4843548077915581,0.19737371055825234,0.2115989567116776,0.17270492010517796,0.19262223260874564,0.19737371055825234
"count_enc,most_freq_imp,no_scale,k_best_sel,no_samp",0,"(0, 10)",99459,0.14147471779836154,0.19067101579777027,0.17507687951540638,0.24501943035430795,0.19504929209790886,0.3212571976967371,0.6392041831399053,0.5288533599800151,0.346685424903286
"ordinal_enc,mean_imp,no_sel,no_samp,no_scale",0,"(0, 10)",99459,0.16374425761830771,0.16479696313133785,0.2487187596202837,0.31906057231542195,0.18043057645649732,0.2872294372294372,0.5800280576457084,0.4714709894872007,0.31685464370958594
"ordinal_enc,most_freq_imp,no_sel,min_max_scale,no_samp",0,"(0, 10)",99459,0.16240612008286828,0.13285239975356514,0.2783920754706414,0.3478061914998195,0.1848837566413805,0.2906415267877674,0.6065552863155212,0.4938474159146837,0.3288439861998319
"count_enc,median_imp,over_samp,min_max_scale,no_sel",0,"(0, 10)",99459,0.4481487931563723,0.2822271688063923,0.3707118547441905,0.6361537460181634,0.22269923139158576,0.22476365409466625,0.21894973705501605,0.22186804274035324,0.2226992313915858
"ordinal_enc,median_imp,under_samp,k_best_sel,norm_scale",0,"(0, 10)",99459,0.36016201955741123,-1.0,0.4351277565733671,0.7159240655474632,0.32690744165285035,0.32849233041568643,0.32226437954342546,0.3254012848855772,0.3269074416528504
"onehot_enc,most_freq_imp,norm_scale,k_best_sel,under_samp",0,"(0, 10)",99459,0.14979043335851402,-1.0,0.6688931297709924,0.7485060699548653,0.33384314022446115,0.2845704238045354,0.447935929728351,0.3769966966399388,0.33384314022446115
"loo_enc,median_imp,no_sel,norm_scale,over_samp",0,"(0, 10)",99459,0.12407083635589553,-1.0,0.7071513736986464,0.7658379745118241,0.3247063991707119,0.2530840745054597,0.4697234021035599,0.3798373538339589,0.3247063991707119
"target_enc,median_imp,no_sel,no_scale,under_samp",0,"(0, 10)",99459,0.41033547325588543,0.3499019203201691,0.22706540650338194,0.4804981520044793,0.1960657521362072,0.20811216432507088,0.17542405305445732,0.1921019384243917,0.19606575213620714
"onehot_enc,mean_imp,no_sel,min_max_scale,over_samp",0,"(0, 10)",99459,0.3874257153992665,0.3884842491630551,0.1673166578917911,0.40501538828236655,0.1854195110234628,0.20276336183557492,0.1562436792071197,0.18016351791155014,0.1854195110234628
"ordinal_enc,median_imp,k_best_sel,norm_scale,under_samp",1,"(0, 10)",99459,0.3597183152018981,-1.0,0.4341735581000848,0.7140208869083228,0.3265148737405945,0.3282078018844459,0.32157688751434754,0.3249157666190036,0.3265148737405945
"onehot_enc,mean_imp,over_samp,no_sel,min_max_scale",1,"(0, 10)",99459,0.3879375860648986,0.3876266634651672,0.16890751572775162,0.4065885222232269,0.1856167197613269,0.20285865163194464,0.15660333232200646,0.180383659782016,0.18561671976132688
"ordinal_enc,mean_imp,no_sel,min_max_scale,no_samp",1,"(0, 10)",99459,0.1654308057572537,0.1324338730564233,0.2854542709158495,0.3554251593126236,0.18316390774239133,0.2880054212785182,0.5980104578497645,0.4861428105640686,0.3247940638763383
"ordinal_enc,most_freq_imp,no_sel,no_samp,no_scale",1,"(0, 10)",99459,0.1574036805865731,0.17313736741045513,0.23231936655913585,0.2996102607425047,0.18150548201836567,0.2855873861869861,0.5897206988904481,0.4787751134154242,0.32087167630606545
"target_enc,median_imp,no_scale,no_sel,under_samp",1,"(0, 10)",99459,0.40944637309352794,0.35095079517985817,0.22579194629943256,0.4797069529258178,0.19686682980487186,0.20889124206364776,0.17620121795689322,0.1928805215221168,0.19686682980487175
"count_enc,most_freq_imp,k_best_sel,no_scale,no_samp",1,"(0, 10)",99459,0.14147471779836154,0.19067101579777027,0.17507687951540638,0.24501943035430795,0.19504929209790886,0.3212571976967371,0.6392041831399053,0.5288533599800151,0.346685424903286
"onehot_enc,mean_imp,no_sel,min_max_scale,over_samp",1,"(0, 10)",99459,0.3874257153992665,0.3884842491630551,0.1673166578917911,0.40501538828236655,0.1854195110234628,0.20276336183557492,0.1562436792071197,0.18016351791155014,0.1854195110234628
"ordinal_enc,most_freq_imp,no_sel,min_max_scale,no_samp",1,"(0, 10)",99459,0.16240612008286828,0.13285239975356514,0.2783920754706414,0.3478061914998195,0.1848837566413805,0.2906415267877674,0.6065552863155212,0.4938474159146837,0.3288439861998319
"target_enc,median_imp,no_sel,under_samp,no_scale",1,"(0, 10)",99459,0.4103134182708613,0.3500762134066117,0.22448789255850604,0.4796258979563576,0.19666257492666755,0.20872151114736612,0.17594415571993366,0.1926708531426179,0.19666257492666755
"ordinal_enc,mean_imp,no_sel,no_samp,no_scale",1,"(0, 10)",99459,0.16374425761830771,0.16479696313133785,0.2487187596202837,0.31906057231542195,0.18043057645649732,0.2872294372294372,0.5800280576457084,0.4714709894872007,0.31685464370958594
"target_enc,median_imp,no_sel,under_samp,no_scale",2,"(0, 10)",99459,0.4103134182708613,0.3500762134066117,0.22448789255850604,0.4796258979563576,0.19666257492666755,0.20872151114736612,0.17594415571993366,0.1926708531426179,0.19666257492666755
"ordinal_enc,most_freq_imp,no_sel,no_samp,no_scale",2,"(0, 10)",99459,0.1574036805865731,0.17313736741045513,0.23231936655913585,0.2996102607425047,0.18150548201836567,0.2855873861869861,0.5897206988904481,0.4787751134154242,0.32087167630606545
"ordinal_enc,mean_imp,no_sel,no_samp,min_max_scale",2,"(0, 10)",99459,0.1654308057572537,0.1324338730564233,0.2854542709158495,0.3554251593126236,0.18316390774239133,0.2880054212785182,0.5980104578497645,0.4861428105640686,0.3247940638763383
"target_enc,median_imp,no_sel,no_scale,under_samp",2,"(0, 10)",99459,0.41033547325588543,0.3499019203201691,0.22706540650338194,0.4804981520044793,0.1960657521362072,0.20811216432507088,0.17542405305445732,0.1921019384243917,0.19606575213620714
"ordinal_enc,mean_imp,no_sel,no_scale,no_samp",2,"(0, 10)",99459,0.16374425761830771,0.16479696313133785,0.2487187596202837,0.31906057231542195,0.18043057645649732,0.2872294372294372,0.5800280576457084,0.4714709894872007,0.31685464370958594
"ordinal_enc,most_freq_imp,no_sel,no_samp,min_max_scale",2,"(0, 10)",99459,0.16240612008286828,0.13285239975356514,0.2783920754706414,0.3478061914998195,0.1848837566413805,0.2906415267877674,0.6065552863155212,0.4938474159146837,0.3288439861998319
"onehot_enc,mean_imp,no_sel,min_max_scale,over_samp",2,"(0, 10)",99459,0.3874257153992665,0.3884842491630551,0.1673166578917911,0.40501538828236655,0.1854195110234628,0.20276336183557492,0.1562436792071197,0.18016351791155014,0.1854195110234628
"ordinal_enc,median_imp,k_best_sel,norm_scale,under_samp",2,"(0, 10)",99459,0.3597183152018981,-1.0,0.4341735581000848,0.7140208869083228,0.3265148737405945,0.3282078018844459,0.32157688751434754,0.3249157666190036,0.3265148737405945
"count_enc,most_freq_imp,k_best_sel,quant_scale,no_samp",2,"(0, 10)",99459,0.20841196098390927,0.14412049946487318,0.31387722041561394,0.4137464927556432,0.1758238383342033,0.31386347642505225,0.5026144624410156,0.4232902033271725,0.2873913736153296
"ordinal_enc,mean_imp,no_sel,no_samp,no_scale",2,"(0, 10)",99459,0.16374425761830771,0.16479696313133785,0.2487187596202837,0.31906057231542195,0.18043057645649732,0.2872294372294372,0.5800280576457084,0.4714709894872007,0.31685464370958594
"count_enc,most_freq_imp,k_best_sel,quant_scale,no_samp",3,"(0, 10)",99459,0.20841196098390927,0.14412049946487318,0.31387722041561394,0.4137464927556432,0.1758238383342033,0.31386347642505225,0.5026144624410156,0.4232902033271725,0.2873913736153296
"ordinal_enc,mean_imp,no_sel,no_samp,min_max_scale",3,"(0, 10)",99459,0.1654308057572537,0.1324338730564233,0.2854542709158495,0.3554251593126236,0.18316390774239133,0.2880054212785182,0.5980104578497645,0.4861428105640686,0.3247940638763383
"target_enc,median_imp,no_sel,under_samp,no_scale",3,"(0, 10)",99459,0.4103134182708613,0.3500762134066117,0.22448789255850604,0.4796258979563576,0.19666257492666755,0.20872151114736612,0.17594415571993366,0.1926708531426179,0.19666257492666755
"ordinal_enc,mean_imp,no_sel,no_samp,no_scale",3,"(0, 10)",99459,0.16374425761830771,0.16479696313133785,0.2487187596202837,0.31906057231542195,0.18043057645649732,0.2872294372294372,0.5800280576457084,0.4714709894872007,0.31685464370958594
"target_enc,median_imp,no_sel,no_samp,no_scale",3,"(0, 10)",99459,0.1777178227754407,0.24791777854401756,0.15781110390504888,0.2347242529288476,0.15930100426891086,0.27041522491349523,0.4621859456701955,0.3808090448572055,0.2627070505050001
"count_enc,most_freq_imp,k_best_sel,quant_scale,under_samp",3,"(0, 10)",99459,0.4292936009583426,0.3128867818443995,0.316115014606917,0.5756601974497241,0.21844212313480416,0.22353775117559785,0.2092187699273052,0.2164448497005682,0.21844212313480416
"ordinal_enc,mean_imp,no_sel,no_scale,no_samp",3,"(0, 10)",99459,0.16374425761830771,0.16479696313133785,0.2487187596202837,0.31906057231542195,0.18043057645649732,0.2872294372294372,0.5800280576457084,0.4714709894872007,0.31685464370958594
"target_enc,median_imp,no_sel,no_scale,under_samp",3,"(0, 10)",99459,0.41033547325588543,0.3499019203201691,0.22706540650338194,0.4804981520044793,0.1960657521362072,0.20811216432507088,0.17542405305445732,0.1921019384243917,0.19606575213620714
"onehot_enc,mean_imp,no_sel,min_max_scale,over_samp",3,"(0, 10)",99459,0.3874257153992665,0.3884842491630551,0.1673166578917911,0.40501538828236655,0.1854195110234628,0.20276336183557492,0.1562436792071197,0.18016351791155014,0.1854195110234628
"ordinal_enc,median_imp,k_best_sel,norm_scale,under_samp",3,"(0, 10)",99459,0.3597183152018981,-1.0,0.4341735581000848,0.7140208869083228,0.3265148737405945,0.3282078018844459,0.32157688751434754,0.3249157666190036,0.3265148737405945
"ordinal_enc,mean_imp,no_sel,no_samp,no_scale",4,"(0, 10)",99459,0.16374425761830771,0.16479696313133785,0.2487187596202837,0.31906057231542195,0.18043057645649732,0.2872294372294372,0.5800280576457084,0.4714709894872007,0.31685464370958594
"ordinal_enc,mean_imp,no_sel,no_scale,no_samp",4,"(0, 10)",99459,0.16374425761830771,0.16479696313133785,0.2487187596202837,0.31906057231542195,0.18043057645649732,0.2872294372294372,0.5800280576457084,0.4714709894872007,0.31685464370958594
"onehot_enc,median_imp,no_sel,min_max_scale,over_samp",4,"(0, 10)",99459,0.3881689090804593,0.38735194638674,0.16965278310165627,0.4065406515367702,0.18548651142799344,0.2027954255602118,0.15636567050970873,0.18023821122383973,0.1854865114279935
"target_enc,mean_imp,no_sel,no_samp,no_scale",4,"(0, 10)",99459,0.17508609391670887,0.2551491631305965,0.14787348599490366,0.22366024465902964,0.15973096649365812,0.2711511789181691,0.4638438974620589,0.3821735616136375,0.2635562529381494
"target_enc,median_imp,no_sel,no_samp,no_scale",4,"(0, 10)",99459,0.1777178227754407,0.24791777854401756,0.15781110390504888,0.2347242529288476,0.15930100426891086,0.27041522491349523,0.4621859456701955,0.3808090448572055,0.2627070505050001
"target_enc,median_imp,no_sel,no_scale,under_samp",4,"(0, 10)",99459,0.41033547325588543,0.3499019203201691,0.22706540650338194,0.4804981520044793,0.1960657521362072,0.20811216432507088,0.17542405305445732,0.1921019384243917,0.19606575213620714
"count_enc,most_freq_imp,k_best_sel,quant_scale,no_samp",4,"(0, 10)",99459,0.20841196098390927,0.14412049946487318,0.31387722041561394,0.4137464927556432,0.1758238383342033,0.31386347642505225,0.5026144624410156,0.4232902033271725,0.2873913736153296
"ordinal_enc,mean_imp,no_sel,no_samp,min_max_scale",4,"(0, 10)",99459,0.1654308057572537,0.1324338730564233,0.2854542709158495,0.3554251593126236,0.18316390774239133,0.2880054212785182,0.5980104578497645,0.4861428105640686,0.3247940638763383
"onehot_enc,mean_imp,no_sel,min_max_scale,over_samp",4,"(0, 10)",99459,0.3874257153992665,0.3884842491630551,0.1673166578917911,0.40501538828236655,0.1854195110234628,0.20276336183557492,0.1562436792071197,0.18016351791155014,0.1854195110234628
"count_enc,most_freq_imp,k_best_sel,quant_scale,under_samp",4,"(0, 10)",99459,0.4292936009583426,0.3128867818443995,0.316115014606917,0.5756601974497241,0.21844212313480416,0.22353775117559785,0.2092187699273052,0.2164448497005682,0.21844212313480416
"target_enc,median_imp,no_sel,no_samp,no_scale",5,"(0, 10)",99459,0.1777178227754407,0.24791777854401756,0.15781110390504888,0.2347242529288476,0.15930100426891086,0.27041522491349523,0.4621859456701955,0.3808090448572055,0.2627070505050001
"ordinal_enc,mean_imp,no_sel,no_samp,min_max_scale",5,"(0, 10)",99459,0.1654308057572537,0.1324338730564233,0.2854542709158495,0.3554251593126236,0.18316390774239133,0.2880054212785182,0.5980104578497645,0.4861428105640686,0.3247940638763383
"onehot_enc,median_imp,no_sel,min_max_scale,no_samp",5,"(0, 10)",99459,0.1846464055467556,0.2655266197765974,0.16099068330019325,0.2404606629103831,0.157734713307331,0.28174923350008074,0.43234281341665615,0.36586408320273495,0.2514869406889102
"target_enc,mean_imp,no_sel,over_samp,no_scale",5,"(0, 10)",99459,0.4069246527036137,0.35413077546304145,0.221766375534565,0.4736216732479003,0.196654720368123,0.2085551761095504,0.1762325546116505,0.1927192433794984,0.196654720368123
"count_enc,most_freq_imp,k_best_sel,quant_scale,no_samp",5,"(0, 10)",99459,0.20841196098390927,0.14412049946487318,0.31387722041561394,0.4137464927556432,0.1758238383342033,0.31386347642505225,0.5026144624410156,0.4232902033271725,0.2873913736153296
"ordinal_enc,mean_imp,no_sel,no_scale,no_samp",5,"(0, 10)",99459,0.16374425761830771,0.16479696313133785,0.2487187596202837,0.31906057231542195,0.18043057645649732,0.2872294372294372,0.5800280576457084,0.4714709894872007,0.31685464370958594
"count_enc,most_freq_imp,k_best_sel,quant_scale,under_samp",5,"(0, 10)",99459,0.4292936009583426,0.3128867818443995,0.316115014606917,0.5756601974497241,0.21844212313480416,0.22353775117559785,0.2092187699273052,0.2164448497005682,0.21844212313480416
"target_enc,median_imp,no_sel,no_scale,under_samp",5,"(0, 10)",99459,0.41033547325588543,0.3499019203201691,0.22706540650338194,0.4804981520044793,0.1960657521362072,0.20811216432507088,0.17542405305445732,0.1921019384243917,0.19606575213620714
"target_enc,mean_imp,no_sel,no_samp,no_scale",5,"(0, 10)",99459,0.17508609391670887,0.2551491631305965,0.14787348599490366,0.22366024465902964,0.15973096649365812,0.2711511789181691,0.4638438974620589,0.3821735616136375,0.2635562529381494
"onehot_enc,mean_imp,no_sel,min_max_scale,over_samp",5,"(0, 10)",99459,0.3874257153992665,0.3884842491630551,0.1673166578917911,0.40501538828236655,0.1854195110234628,0.20276336183557492,0.1562436792071197,0.18016351791155014,0.1854195110234628
