pipe,gen,dp_acc_ratio,seed,dp,dpr,eo,eqOdds,accu,precision,recall,f1,roc_auc
"woe_enc,most_freq_imp,over_samp,norm_scale,no_sel",0,"(0, 10)",55393,0.2900436960081051,-1.0,0.2747347586608927,0.396340002614187,0.2120515397451456,0.2512882305943773,0.1331702568770227,0.19654819842580665,0.21205153974514554
"loo_enc,median_imp,min_max_scale,no_sel,over_samp",0,"(0, 10)",55393,0.4143415339920278,0.3505926506010622,0.22520861469050746,0.4835805807455864,0.1934238470873786,0.20886222170145327,0.16691001719255666,0.18842865572535555,0.19342384708737856
"onehot_enc,most_freq_imp,over_samp,no_scale,k_best_sel",0,"(0, 10)",55393,0.4745254441226464,0.2981064925924123,0.3492639119599531,0.6685843424515623,0.221142736144822,0.24571350109747955,0.17283007180420715,0.21095190217749135,0.22114273614482194
"target_enc,mean_imp,quant_scale,under_samp,no_sel",0,"(0, 10)",55393,0.3966871865857197,0.3724373097489561,0.21331251055127906,0.4594511939995966,0.2031010872337712,0.21749287809449155,0.1776200420864686,0.19805323241590533,0.20310108723377124
"woe_enc,mean_imp,no_sel,quant_scale,under_samp",0,"(0, 10)",55393,0.3972310951384055,0.3721469456622536,0.21651959011256985,0.4622145523173158,0.204145278025762,0.2186267972433216,0.17840717064149975,0.19902240902130355,0.204145278025762
"target_enc,median_imp,no_sel,max_abs_scale,under_samp",0,"(0, 10)",55393,0.41988157550832905,0.3469994089858825,0.2363554615457282,0.5003528179714403,0.19578975895931644,0.2129456959233123,0.16590079390383886,0.19010704456108102,0.1957897589593164
"count_enc,most_freq_imp,no_scale,over_samp,k_best_sel",0,"(0, 10)",55393,0.4112148126257018,0.34664516930953904,0.3604298458137832,0.6492728537860092,0.3016143305016181,0.3085641447080117,0.283252427184466,0.29614177365929417,0.3016143305016181
"woe_enc,most_freq_imp,under_samp,norm_scale,no_sel",0,"(0, 10)",55393,0.2902147379076592,-1.0,0.2734043681085666,0.3946110776685109,0.2188177528376482,0.2579766702022903,0.13790492284147432,0.20243888728374934,0.2188177528376482
"target_enc,median_imp,quant_scale,over_samp,no_sel",0,"(0, 10)",55393,0.3905035409311128,0.3759040243437153,0.20203594953095788,0.4383900422985295,0.1985964679409385,0.2105406482986246,0.1779650839401294,0.1945824578809144,0.19859646794093852
"onehot_enc,median_imp,no_sel,quant_scale,no_samp",0,"(0, 10)",55393,0.19098169924008154,0.2584655690589147,0.17712780625827368,0.2612502725828904,0.15927029268142867,0.29025122452204144,0.42711388853462495,0.3659844742413548,0.2507130931346265
"woe_enc,most_freq_imp,no_sel,quant_scale,under_samp",1,"(0, 10)",55393,0.39661027434921065,0.3685163436239983,0.21982087723811244,0.4593117017455768,0.20079948348424947,0.2130059980988766,0.17952509246269602,0.19661545641243425,0.20079948348424947
"count_enc,mean_imp,no_scale,over_samp,k_best_sel",1,"(0, 10)",55393,0.4102648061196716,0.3504655081483169,0.36015794270156226,0.6478605586523434,0.3018377705299354,0.3096718648661672,0.2810268760113269,0.2956467433803526,0.3018377705299353
"target_enc,median_imp,no_sel,max_abs_scale,under_samp",1,"(0, 10)",55393,0.41988157550832905,0.3469994089858825,0.2363554615457282,0.5003528179714403,0.19578975895931644,0.2129456959233123,0.16590079390383886,0.19010704456108102,0.1957897589593164
"target_enc,mean_imp,quant_scale,under_samp,no_sel",1,"(0, 10)",55393,0.3966871865857197,0.3724373097489561,0.21331251055127906,0.4594511939995966,0.2031010872337712,0.21749287809449155,0.1776200420864686,0.19805323241590533,0.20310108723377124
