pipe,gen,opt_metric,seed,dp,dpr,eo,eqOdds,accu,precision,recall,f1,roc_auc
"woe_enc,median_imp,k_best_sel,over_samp,max_abs_scale",0,"(1, 0, 0, 0)",36435,0.1951556695920664,1.5711836715169147,0.1818869334271956,0.3352341701694791,0.330812244376278,0.3208613282413014,0.3585868268575323,0.3402674557480872,0.3308122443762781
"woe_enc,most_freq_imp,max_abs_scale,no_samp,k_best_sel",0,"(1, 0, 0, 0)",36435,0.0742639109974766,1.358457158265949,0.0423533519798387,0.0481877448655024,0.0875158543214349,0.0152320226709175,0.2492573588981908,0.1480232914495864,0.1275598314600019
"onehot_enc,most_freq_imp,min_max_scale,under_samp,no_sel",0,"(1, 0, 0, 0)",36435,0.1114620977638565,1.3177621982958163,0.0366335559901019,0.0943244850446024,0.1356733560626518,0.0716783885408235,0.2103657507426411,0.1466230576721975,0.1356733560626518
"onehot_enc,mean_imp,quant_scale,no_sel,under_samp",0,"(1, 0, 0, 0)",36435,0.1073155141922494,1.3097254551866584,0.0103876357913839,0.0997085157050862,0.1854746151768835,0.12402526450578,0.2671862341344855,0.2019790852218012,0.1854746151768835
"ordinal_enc,mean_imp,min_max_scale,over_samp,no_sel",0,"(1, 0, 0, 0)",36435,0.193265115790211,1.5486011165113702,0.2009329892199285,0.3346906881948662,0.3331107276755283,0.3267229903418487,0.3515465235173824,0.3393709468515392,0.3331107276755282
"target_enc,median_imp,under_samp,no_sel,max_abs_scale",0,"(1, 0, 0, 0)",36435,0.1932708073211645,1.55958708551081,0.189049877689393,0.3284441151392928,0.3214074736699972,0.311938835783983,0.346560221442074,0.3297003804870262,0.3214074736699972
"count_enc,most_freq_imp,norm_scale,over_samp,k_best_sel",0,"(1, 0, 0, 0)",36435,0.4239866779029259,-1.0,0.2152305007966924,0.2330774667107176,0.1191163940013633,0.0187562772455818,0.221832396046353,0.1325214903432387,0.1191163940013633
"woe_enc,median_imp,k_best_sel,under_samp,quant_scale",0,"(1, 0, 0, 0)",36435,0.1886672750283145,1.5475025353793284,0.1557898422389015,0.3116764880729056,0.3069027646502835,0.2949547590971171,0.3360197812584391,0.316106421119696,0.3069027646502835
"loo_enc,mean_imp,over_samp,quant_scale,k_best_sel",0,"(1, 0, 0, 0)",36435,0.1644229012743042,1.4602113939122014,0.1239814956170568,0.2538424844661802,0.2824205436264485,0.2672019917246119,0.3151073619631901,0.2919662104525373,0.2824205436264485
"count_enc,median_imp,min_max_scale,no_samp,no_sel",0,"(1, 0, 0, 0)",36435,0.1238360644795246,2.284799168975069,0.1610969540996667,0.2410395210861531,0.2813009603188982,0.3472931562819202,0.6548744261409664,0.5484896661367246,0.3737903146383094
"onehot_enc,most_freq_imp,min_max_scale,no_samp,no_sel",1,"(1, 0, 0, 0)",36435,0.075648952548723,1.3651424789267048,0.0451081729164778,0.0520143432263019,0.0889653922812102,0.0197670314154605,0.250067512827437,0.1502447980416157,0.1288510706604809
"count_enc,median_imp,min_max_scale,under_samp,no_sel",1,"(1, 0, 0, 0)",36435,0.1926553465477931,1.5583709597211584,0.1888135688894931,0.328812976601738,0.3237240075614366,0.3142012552713163,0.3493240278152849,0.3322292275191632,0.3237240075614366
"woe_enc,mean_imp,k_best_sel,under_samp,quant_scale",1,"(1, 0, 0, 0)",36435,0.1909512821566766,1.499770480339419,0.1868471209187935,0.3299839793854819,0.3384270355117471,0.3416863772017773,0.328099682689711,0.3349663995530521,0.3384270355117471
"onehot_enc,median_imp,quant_scale,no_sel,under_samp",1,"(1, 0, 0, 0)",36435,0.1766304071864633,1.5016704758821005,0.1509591627743667,0.2851258514307866,0.2961302491223331,0.2833447586255587,0.3256270253848231,0.3051319874760678,0.2961302491223331
"onehot_enc,mean_imp,quant_scale,no_sel,under_samp",1,"(1, 0, 0, 0)",36435,0.1073155141922494,1.3097254551866584,0.0103876357913839,0.0997085157050862,0.1854746151768835,0.12402526450578,0.2671862341344855,0.2019790852218012,0.1854746151768835
"loo_enc,mean_imp,over_samp,quant_scale,k_best_sel",1,"(1, 0, 0, 0)",36435,0.1644229012743042,1.4602113939122014,0.1239814956170568,0.2538424844661802,0.2824205436264485,0.2672019917246119,0.3151073619631901,0.2919662104525373,0.2824205436264485
"woe_enc,median_imp,k_best_sel,under_samp,quant_scale",1,"(1, 0, 0, 0)",36435,0.1886672750283145,1.5475025353793284,0.1557898422389015,0.3116764880729056,0.3069027646502835,0.2949547590971171,0.3360197812584391,0.316106421119696,0.3069027646502835
"onehot_enc,most_freq_imp,under_samp,min_max_scale,no_sel",1,"(1, 0, 0, 0)",36435,0.1113486190025251,1.3166672304580287,0.0353649522982484,0.0945010540563634,0.1361965804752902,0.0731845911573323,0.2099986497434512,0.1470469454376879,0.1361965804752903
"woe_enc,most_freq_imp,max_abs_scale,no_samp,k_best_sel",1,"(1, 0, 0, 0)",36435,0.0742639109974766,1.358457158265949,0.0423533519798387,0.0481877448655024,0.0875158543214349,0.0152320226709175,0.2492573588981908,0.1480232914495864,0.1275598314600019
"onehot_enc,most_freq_imp,min_max_scale,under_samp,no_sel",1,"(1, 0, 0, 0)",36435,0.1114620977638565,1.3177621982958163,0.0366335559901019,0.0943244850446024,0.1356733560626518,0.0716783885408235,0.2103657507426411,0.1466230576721975,0.1356733560626518
"loo_enc,mean_imp,quant_scale,over_samp,k_best_sel",2,"(1, 0, 0, 0)",36435,0.1540442449716011,1.4304125353189512,0.0990305514386493,0.2239316957432328,0.2585207907293796,0.2380008663724221,0.2976759543285615,0.2690575162543657,0.2585207907293796
"onehot_enc,most_freq_imp,no_samp,min_max_scale,no_sel",2,"(1, 0, 0, 0)",36435,0.075648952548723,1.3651424789267048,0.0451081729164778,0.0520143432263019,0.0889653922812102,0.0197670314154605,0.250067512827437,0.1502447980416157,0.1288510706604809
