pipe,gen,opt_metric,seed,dp,dpr,eo,eqOdds,accu,precision,recall,f1,roc_auc
"target_enc,median_imp,over_samp,k_best_sel,min_max_scale",0,"(1, 0, 0, 0)",30496,0.42051017554219106,0.3452317262886984,0.23706644751393224,0.5022698298605819,0.1961686513956311,0.2128321287730378,0.1671552639563107,0.19063820158967687,0.1961686513956311
"target_enc,median_imp,k_best_sel,no_samp,max_abs_scale",0,"(1, 0, 0, 0)",30496,0.1890993352409876,0.2107882561001486,0.2089421882849804,0.2944007098186571,0.1640613003286139,0.2832610581092801,0.473026399693917,0.3926209025429952,0.2695431351220389
"loo_enc,mean_imp,max_abs_scale,no_samp,k_best_sel",0,"(1, 0, 0, 0)",30496,0.18997446485853506,0.2091051606290644,0.21159162558829386,0.29732475680243337,0.1636927612788306,0.282597402597403,0.471623517408493,0.3914512338425382,0.26882146744211105
"ordinal_enc,most_freq_imp,over_samp,max_abs_scale,k_best_sel",0,"(1, 0, 0, 0)",30496,0.445755795482278,0.2719083077493454,0.4053484127254346,0.6778829364783173,0.251855152710356,0.24787659089050906,0.25974603054207124,0.25385897929608864,0.251855152710356
"target_enc,mean_imp,quant_scale,no_sel,under_samp",0,"(1, 0, 0, 0)",30496,0.39789976643206393,0.3710160133316671,0.21466777101795687,0.4609871575397536,0.2028400395357735,0.2172104159250948,0.17742276176508098,0.19781119557000185,0.2028400395357736
"loo_enc,median_imp,no_samp,k_best_sel,max_abs_scale",0,"(1, 0, 0, 0)",30496,0.18914522785227736,0.21074789067385605,0.2089421882849804,0.2944668124098793,0.164092011916096,0.2833853624696496,0.473026399693917,0.3926655397956935,0.2695633616592556
"woe_enc,mean_imp,quant_scale,no_samp,k_best_sel",0,"(1, 0, 0, 0)",30496,0.2041525676449466,0.21070183658918026,0.22127257528106808,0.32182740702213186,0.16940511655047466,0.3131929937329261,0.454916464736641,0.3922070534698524,0.26687975340391873
"woe_enc,median_imp,under_samp,k_best_sel,norm_scale",0,"(1, 0, 0, 0)",30496,0.2790695492940299,-1.0,0.27419953350296866,0.3804743954732144,0.2159980391531692,0.2565182549063465,0.13277164902435915,0.1994018540711348,0.2159980391531692
"loo_enc,mean_imp,quant_scale,over_samp,no_sel",0,"(1, 0, 0, 0)",30496,0.39717867772404497,0.371934673866598,0.21238037314913946,0.4591788088511655,0.20289144670307446,0.21726413139105613,0.1774739583333333,0.197862612550576,0.20289144670307446
"target_enc,most_freq_imp,k_best_sel,under_samp,quant_scale",0,"(1, 0, 0, 0)",30496,0.39545756281457184,0.3707056169503981,0.2094849385982401,0.4524221593183895,0.2003580936742763,0.2129785714588928,0.1783673160311184,0.19604655922241027,0.2003580936742763
