pipe,gen,opt_metric,seed,dp,dpr,eo,eqOdds,accu,precision,recall,f1,roc_auc
"count_enc,median_imp,no_scale,under_samp,k_best_sel",0,"(1, 0, 0, 0)",88697,0.789133326290389,0.1874990201837931,0.6175421801787611,1.3865858930955066,0.21429550438596498,0.21863992120660591,0.2061403508771931,0.2125319609020238,0.21429550438596492
"count_enc,median_imp,norm_scale,over_samp,no_sel",0,"(1, 0, 0, 0)",88697,0.19941953734535706,-1.0,0.6272395096721441,0.7613874797576141,0.23830259562841524,0.2489632250735812,0.21695696721311486,0.2333477953094919,0.23830259562841524
"count_enc,mean_imp,no_scale,no_samp,no_sel",0,"(1, 0, 0, 0)",88697,0.8018799191954861,0.09752582570830454,0.7087845021065469,1.3284426217646663,0.18518518518518515,0.23100303951367754,0.26023391812865515,0.2459016393442625,0.1993337168056754
"count_enc,most_freq_imp,no_sel,under_samp,min_max_scale",0,"(1, 0, 0, 0)",88697,0.8124622924208764,0.1694157709931436,0.633294532818837,1.4561188526153657,0.21258223684210545,0.2139349991382065,0.2098866959064329,0.21199740267531836,0.2125822368421054
"count_enc,mean_imp,no_sel,quant_scale,no_samp",0,"(1, 0, 0, 0)",88697,0.8658115223702653,0.06895610265663206,0.7950545340000795,1.5488532044654162,0.19640852974186288,0.2462006079027358,0.27485380116959096,0.2608047690014903,0.2111973923880742
"loo_enc,median_imp,over_samp,no_sel,no_scale",0,"(1, 0, 0, 0)",88697,0.8035905096766964,0.15708184016281435,0.6244761397133489,1.3610695039108798,0.1963940118397086,0.18655113231123294,0.2120617030965391,0.19954382514805974,0.1963940118397086
"target_enc,mean_imp,no_sel,min_max_scale,over_samp",0,"(1, 0, 0, 0)",88697,0.8061171748064886,0.17154208197417165,0.5831680889751064,1.3964211457177471,0.19571095173041894,0.19586511929362646,0.1954121129326048,0.19566440011878694,0.195710951730419
"onehot_enc,mean_imp,no_sel,max_abs_scale,no_samp",0,"(1, 0, 0, 0)",88697,0.8516210577443176,0.0682612817710252,0.7485923534275691,1.4309285357637538,0.17171717171717146,0.20743034055727533,0.2514619883040936,0.2300751879699251,0.1867510305819196
"target_enc,most_freq_imp,norm_scale,over_samp,no_sel",0,"(1, 0, 0, 0)",88697,0.33314061574708703,-1.0,0.4302951378601335,0.6753872852960311,0.3393528005464481,0.3161087310109705,0.4026070127504553,0.3623066304294376,0.3393528005464481
"ordinal_enc,mean_imp,no_samp,k_best_sel,min_max_scale",0,"(1, 0, 0, 0)",88697,0.892133702767445,0.056801405154958025,0.8317517817065009,1.6515523515070685,0.20426487093153745,0.2560975609756096,0.28654970760233905,0.27164179104477565,0.21977758604160688
"count_enc,most_freq_imp,no_sel,over_samp,min_max_scale",1,"(1, 0, 0, 0)",88697,0.8167831373912042,0.16270406772813248,0.6290335871815717,1.4463375698501375,0.20533071493624772,0.20426072140944498,0.20710951730418944,0.2057164139195152,0.20533071493624772
"loo_enc,median_imp,under_samp,no_sel,no_scale",1,"(1, 0, 0, 0)",88697,0.8060285185811243,0.15745391170197098,0.6426638727014999,1.4043989979847902,0.20778508771929846,0.19841707157037264,0.22299890350877194,0.21097707245309172,0.20778508771929846
"target_enc,most_freq_imp,norm_scale,over_samp,no_sel",1,"(1, 0, 0, 0)",88697,0.33314061574708703,-1.0,0.4302951378601335,0.6753872852960311,0.3393528005464481,0.3161087310109705,0.4026070127504553,0.3623066304294376,0.3393528005464481
