pipe,gen,reps,seed,dp,dpr,eo,eqOdds,accu,precision,recall,f1,roc_auc
"count_enc,most_freq_imp,quant_scale,under_samp,no_sel",0,accu_dp,18727,0.8341965223317629,0.1627948003125099,0.6723487272118754,1.5593330972861643,0.2239126461988304,0.22805570044219095,0.2159630847953217,0.22213873699421385,0.2239126461988303
"woe_enc,median_imp,under_samp,quant_scale,no_sel",0,accu_dp,18727,0.8501299057161741,0.14492113312491145,0.7002371096979956,1.5859436411622054,0.2198236476608186,0.21736054471063174,0.2239126461988303,0.2207085035722388,0.21982364766081872
"woe_enc,median_imp,over_samp,norm_scale,no_sel",0,accu_dp,18727,0.2903821114094167,-1.0,0.4833393488918162,0.6893022228234401,0.30033299180327866,0.28304629252180363,0.3401639344262295,0.3128176511303545,0.3003329918032788
"woe_enc,median_imp,quant_scale,under_samp,no_sel",0,accu_dp,18727,0.8501416292595876,0.14623178086794067,0.6994440780407134,1.5910759995603412,0.22117141812865485,0.21964720770008375,0.22359283625730986,0.22170339886613846,0.2211714181286548
"loo_enc,median_imp,under_samp,k_best_sel,quant_scale",0,accu_dp,18727,0.8399081968613447,0.15628600789694072,0.6777012294759225,1.565957600992974,0.221468384502924,0.2235300692408716,0.2173336988304094,0.22053945816202564,0.22146838450292397
"onehot_enc,mean_imp,min_max_scale,no_samp,no_sel",0,accu_dp,18727,0.8446886487321871,0.07584586863447243,0.7302437295743596,1.4083064076370382,0.17171717171717146,0.21100917431192684,0.2456140350877192,0.2286995515695068,0.1856485475985044
"onehot_enc,mean_imp,no_scale,no_sel,over_samp",0,accu_dp,18727,0.7664202966973253,0.18485098828506727,0.5755171023127262,1.221376403119944,0.1893784153005465,0.18377506454866646,0.19822973588342435,0.19109425772328348,0.1893784153005465
"target_enc,most_freq_imp,no_scale,over_samp,k_best_sel",0,accu_dp,18727,0.8150450706205712,0.16323485566931376,0.6354164549717235,1.434561754117022,0.20538763661202186,0.20357639093394805,0.2083333333333334,0.2060580433291704,0.20538763661202186
"count_enc,mean_imp,under_samp,no_sel,max_abs_scale",0,accu_dp,18727,0.8185717847491801,0.1641621064826404,0.641925596527149,1.4723608282777505,0.21283351608187154,0.21311545544188115,0.2120339912280704,0.21264508352273312,0.21283351608187154
"count_enc,mean_imp,min_max_scale,k_best_sel,under_samp",0,accu_dp,18727,0.8188765278147002,0.17361048608692506,0.6401389681852188,1.502452125900117,0.21959521198830406,0.2260764428291282,0.20737390350877208,0.2169313269363857,0.21959521198830406
"target_enc,most_freq_imp,no_scale,over_samp,k_best_sel",1,accu_dp,18727,0.8150450706205712,0.16323485566931376,0.6354164549717235,1.434561754117022,0.20538763661202186,0.20357639093394805,0.2083333333333334,0.2060580433291704,0.20538763661202186
