pipe,gen,opt_metric,seed,dp,dpr,eo,eqOdds,accu,precision,recall,f1,roc_auc
"onehot_enc,median_imp,no_samp,k_best_sel,no_scale",0,"(1, 0, 0, 0)",83321,0.12978027115474516,0.8448034885671162,0.09189523325257473,0.236522736975136,0.26200000000000034,0.2248743718592968,0.11857142857142837,0.1751336898395722,0.3576190476190473
"count_enc,most_freq_imp,under_samp,norm_scale,no_sel",0,"(1, 0, 0, 0)",83321,0.5085489856131317,-1.0,0.41501579506325736,0.8639836849715145,0.3960677083333335,0.3925760465105694,0.4124999999999998,0.4027860881530945,0.3960677083333335
"woe_enc,most_freq_imp,over_samp,k_best_sel,min_max_scale",0,"(1, 0, 0, 0)",83321,0.1279341966569404,0.7533475271723418,0.07806533464939831,0.1756378502195071,0.2678236607142857,0.2558814793226701,0.2921428571428572,0.2744926003259797,0.2678236607142857
"target_enc,median_imp,no_sel,max_abs_scale,over_samp",0,"(1, 0, 0, 0)",83321,0.124412607474704,0.7661312999993349,0.07583699737784029,0.1665598326388172,0.2638727678571428,0.25875939106234164,0.27437500000000004,0.26667102045036234,0.2638727678571429
"count_enc,mean_imp,no_samp,norm_scale,no_sel",0,"(1, 0, 0, 0)",83321,1.0,-1.0,0.0,1.0,0.29899999999999977,0.2992992992992995,0.0,0.17598587404355487,0.498333333333334
"target_enc,mean_imp,min_max_scale,k_best_sel,over_samp",0,"(1, 0, 0, 0)",83321,0.1153827761563817,0.7770201866720718,0.05576996655001548,0.14936209457476576,0.26648437499999994,0.2558897132428889,0.2880580357142857,0.2723493673909438,0.266484375
"count_enc,mean_imp,over_samp,no_sel,norm_scale",0,"(1, 0, 0, 0)",83321,0.4859204392624858,-1.0,0.4225746268656719,0.8361471031475783,0.3800446428571429,0.37410533685547614,0.40319196428571424,0.3890491611118173,0.3800446428571429
"woe_enc,median_imp,no_samp,quant_scale,no_sel",0,"(1, 0, 0, 0)",83321,0.12351566152407667,0.8494243702268333,0.08892411689049744,0.20742164318859044,0.2439999999999998,0.2084398976982095,0.11571428571428567,0.16464237516869126,0.3295238095238097
"loo_enc,mean_imp,min_max_scale,over_samp,no_sel",0,"(1, 0, 0, 0)",83321,0.10652813545830578,0.7981451936887606,0.050935203740814984,0.1293375877180081,0.2541629464285714,0.2492942338370124,0.26375,0.2566102733161629,0.2541629464285714
"count_enc,median_imp,no_scale,k_best_sel,no_samp",0,"(1, 0, 0, 0)",83321,0.05970079476390833,0.9325801172060596,0.035304439725221584,0.10898713341848247,0.2850000000000001,0.26066897347174145,0.08428571428571444,0.18187619655392476,0.4188095238095241
"target_enc,median_imp,no_sel,max_abs_scale,no_samp",1,"(1, 0, 0, 0)",83321,0.11538101916783547,0.8664213033124065,0.06619208566386503,0.2199458682662954,0.25,0.22826086956521724,0.08714285714285719,0.16361256544502642,0.358571428571428
"count_enc,median_imp,no_scale,k_best_sel,over_samp",1,"(1, 0, 0, 0)",83321,0.20386770135642926,0.6484850592459985,0.2089069307769769,0.3546460335137082,0.3317745535714285,0.3350641031853973,0.3213839285714285,0.3283590362516794,0.3317745535714285
"count_enc,median_imp,max_abs_scale,k_best_sel,no_samp",1,"(1, 0, 0, 0)",83321,0.07774661056568488,0.9133357652821918,0.042283572119363136,0.16178979239891525,0.29100000000000026,0.2657502863688434,0.08428571428571444,0.1849968213604575,0.42880952380952336
"target_enc,mean_imp,max_abs_scale,k_best_sel,over_samp",1,"(1, 0, 0, 0)",83321,0.13003738477433452,0.7526530958465948,0.07455224503733836,0.18243085152447175,0.270546875,0.2617619939718985,0.28881696428571435,0.2755694913537305,0.270546875
"loo_enc,mean_imp,min_max_scale,over_samp,no_sel",1,"(1, 0, 0, 0)",83321,0.10652813545830578,0.7981451936887606,0.050935203740814984,0.1293375877180081,0.2541629464285714,0.2492942338370124,0.26375,0.2566102733161629,0.2541629464285714
"woe_enc,median_imp,no_samp,quant_scale,no_sel",1,"(1, 0, 0, 0)",83321,0.12351566152407667,0.8494243702268333,0.08892411689049744,0.20742164318859044,0.2439999999999998,0.2084398976982095,0.11571428571428567,0.16464237516869126,0.3295238095238097
