pipe,gen,acc_dp_reps,seed,dp,dpr,eo,eqOdds,accu,precision,recall,f1,roc_auc
"count_enc,mean_imp,min_max_scale,no_sel,over_samp",0,"(0, 20)",47401,0.18868313433284076,0.6582804553746007,0.16285057677544146,0.31949966916108696,0.32446428571428576,0.3203542720477005,0.3357142857142857,0.32814833908692664,0.3244642857142857
"target_enc,median_imp,no_samp,norm_scale,no_sel",0,"(0, 20)",47401,1.0,-1.0,0.0,1.0,0.3000000000000004,0.3000000000000004,0.0,0.17647058823529407,0.5
"loo_enc,mean_imp,norm_scale,over_samp,k_best_sel",0,"(0, 20)",47401,0.3467752823969708,-1.0,0.5933613184079601,0.8929546269383948,0.4635602678571427,0.4465289146979627,0.6220758928571427,0.5509367990467805,0.4635602678571427
"loo_enc,median_imp,over_samp,no_sel,min_max_scale",0,"(0, 20)",47401,0.11077395651923523,0.7899181511187917,0.053998855920796826,0.13474863287415814,0.25165178571428576,0.24591538737596824,0.2628125000000001,0.2544817346349602,0.25165178571428576
"loo_enc,median_imp,k_best_sel,quant_scale,no_samp",0,"(0, 20)",47401,0.11042543244506772,0.8679487896237479,0.08595300052841995,0.1834120523560774,0.2599999999999999,0.2256857855361593,0.11285714285714298,0.17310252996005301,0.35809523809523824
"ordinal_enc,most_freq_imp,no_scale,no_samp,k_best_sel",0,"(0, 20)",47401,0.13637213651238886,0.8394253000110088,0.08194498449635589,0.2736929070670848,0.269,0.23296158612143725,0.11571428571428567,0.17850033178500327,0.3711904761904765
"count_enc,most_freq_imp,no_sel,norm_scale,under_samp",0,"(0, 20)",47401,0.5083750516430995,-1.0,0.4107441753792167,0.8556983038195836,0.39583333333333337,0.39239800052674745,0.41203125,0.40245776616758094,0.39583333333333337
"count_enc,most_freq_imp,norm_scale,under_samp,k_best_sel",0,"(0, 20)",47401,0.5283341660284347,-1.0,0.4052942932063995,0.8807816785275003,0.4164322916666667,0.4132147235611279,0.4297395833333333,0.421967689178108,0.4164322916666667
"target_enc,mean_imp,under_samp,k_best_sel,quant_scale",0,"(0, 20)",47401,0.1389483546470586,0.7445218498330061,0.095739612392417,0.20045990995714144,0.2838802083333332,0.2818503031763553,0.2886458333333334,0.28531258319819336,0.2838802083333332
"target_enc,most_freq_imp,no_sel,under_samp,max_abs_scale",0,"(0, 20)",47401,0.132290543654159,0.753064371093359,0.08370766537729014,0.1927576917954659,0.28109375000000003,0.2765076982856575,0.29135416666666675,0.28407428162287063,0.28109375000000003
"target_enc,most_freq_imp,no_sel,under_samp,max_abs_scale",1,"(0, 20)",47401,0.132290543654159,0.753064371093359,0.08370766537729014,0.1927576917954659,0.28109375000000003,0.2765076982856575,0.29135416666666675,0.28407428162287063,0.28109375000000003
"count_enc,most_freq_imp,norm_scale,under_samp,k_best_sel",1,"(0, 20)",47401,0.5283341660284347,-1.0,0.4052942932063995,0.8807816785275003,0.4164322916666667,0.4132147235611279,0.4297395833333333,0.421967689178108,0.4164322916666667
"ordinal_enc,most_freq_imp,k_best_sel,no_scale,no_samp",1,"(0, 20)",47401,0.13637213651238886,0.8394253000110088,0.08194498449635589,0.2736929070670848,0.269,0.23296158612143725,0.11571428571428567,0.17850033178500327,0.3711904761904765
"loo_enc,median_imp,quant_scale,no_samp,k_best_sel",1,"(0, 20)",47401,0.1085086489013556,0.8684165769034513,0.07696986011824655,0.17971254708688095,0.2509999999999998,0.21618204804045507,0.11428571428571413,0.16834339369550655,0.3421428571428571
"loo_enc,median_imp,over_samp,k_best_sel,min_max_scale",1,"(0, 20)",47401,0.1243178919183977,0.7611322999877159,0.06586945657484122,0.16602608119413573,0.26587053571428565,0.2552887976062749,0.2873883928571429,0.27170942639023865,0.26587053571428565
"target_enc,mean_imp,under_samp,no_sel,quant_scale",1,"(0, 20)",47401,0.11647454337199895,0.7829696642246181,0.07783953210706826,0.16386671881152087,0.2890625000000001,0.2864995360256303,0.2950000000000001,0.2908207618906649,0.2890625
"count_enc,mean_imp,min_max_scale,no_sel,over_samp",1,"(0, 20)",47401,0.18868313433284076,0.6582804553746007,0.16285057677544146,0.31949966916108696,0.32446428571428576,0.3203542720477005,0.3357142857142857,0.32814833908692664,0.3244642857142857
