pipe,gen,opt_metric,seed,dp,dpr,eo,eqOdds,accu,precision,recall,f1,roc_auc
"count_enc,most_freq_imp,min_max_scale,k_best_sel,over_samp",0,"(1, 0, 0, 0)",85182,0.4501116529851407,0.2776415096367091,0.3709188049749792,0.6415254944124911,0.2249481694983819,0.2260616563338405,0.22291603458737866,0.22449246416316712,0.22494816949838195
"onehot_enc,most_freq_imp,under_samp,min_max_scale,k_best_sel",0,"(1, 0, 0, 0)",85182,0.4774201655940775,0.29496871747921977,0.35425479491178186,0.6758004761137051,0.22135549515367936,0.24602825450391205,0.1727717287335799,0.21109842043110572,0.22135549515367936
"woe_enc,median_imp,k_best_sel,min_max_scale,no_samp",0,"(1, 0, 0, 0)",85182,0.1915210769625181,0.21170300963103944,0.21280698015328306,0.2990001831970673,0.16298639476674556,0.2833447332421339,0.465501849253922,0.3876835415296956,0.2662662967952458
"woe_enc,most_freq_imp,no_sel,under_samp,quant_scale",0,"(1, 0, 0, 0)",85182,0.39086980480010175,0.3739430691504487,0.20943780000325926,0.44551939180325373,0.2011830841091697,0.21219008148739685,0.18205187476087226,0.19740548564527807,0.2011830841091697
"count_enc,mean_imp,under_samp,no_scale,no_sel",0,"(1, 0, 0, 0)",85182,0.3819462259474922,0.3702647814407744,0.3013071319930313,0.5709934572396388,0.29876111943629635,0.3002860351232335,0.29494205139650553,0.29762711527639685,0.29876111943629635
"loo_enc,median_imp,no_sel,min_max_scale,under_samp",0,"(1, 0, 0, 0)",85182,0.4194857782383557,0.3474225640557215,0.2352604778975053,0.5000942629523351,0.19636167261828846,0.2134979472645884,0.16644680206606302,0.1906572443976279,0.19636167261828846
"count_enc,median_imp,no_samp,no_sel,norm_scale",0,"(1, 0, 0, 0)",85182,0.025995729273047958,-1.0,0.8210347752332493,0.8282282698120649,0.20662756057860665,0.2460063897763581,0.7893125876801432,0.6706539074960125,0.4055583973999422
"onehot_enc,mean_imp,no_scale,no_samp,no_sel",0,"(1, 0, 0, 0)",85182,0.1826339265570796,0.27761966605939953,0.13321793448798394,0.2123396488198193,0.15484782408402678,0.2766161213088587,0.4220124984058159,0.35743655182191963,0.24605883819967145
"loo_enc,mean_imp,k_best_sel,over_samp,norm_scale",0,"(1, 0, 0, 0)",85182,0.1865628353064718,-1.0,0.6756564376261648,0.8088940966128203,0.34580362560679595,0.3170226661893717,0.4244462985436894,0.3753439108674653,0.34580362560679595
"loo_enc,mean_imp,under_samp,norm_scale,k_best_sel",0,"(1, 0, 0, 0)",85182,0.29242336698170096,-1.0,0.5758852841391008,0.8172821854493336,0.4186786602474175,0.38076781615900057,0.5775052608085706,0.4977811895546775,0.4186786602474175
"woe_enc,most_freq_imp,no_sel,under_samp,quant_scale",1,"(1, 0, 0, 0)",85182,0.39086980480010175,0.3739430691504487,0.20943780000325926,0.44551939180325373,0.2011830841091697,0.21219008148739685,0.18205187476087226,0.19740548564527807,0.2011830841091697
"count_enc,mean_imp,under_samp,no_scale,no_sel",1,"(1, 0, 0, 0)",85182,0.3819462259474922,0.3702647814407744,0.3013071319930313,0.5709934572396388,0.29876111943629635,0.3002860351232335,0.29494205139650553,0.29762711527639685,0.29876111943629635
"count_enc,median_imp,no_samp,no_sel,norm_scale",1,"(1, 0, 0, 0)",85182,0.025995729273047958,-1.0,0.8210347752332493,0.8282282698120649,0.20662756057860665,0.2460063897763581,0.7893125876801432,0.6706539074960125,0.4055583973999422
"loo_enc,mean_imp,under_samp,norm_scale,k_best_sel",1,"(1, 0, 0, 0)",85182,0.29242336698170096,-1.0,0.5758852841391008,0.8172821854493336,0.4186786602474175,0.38076781615900057,0.5775052608085706,0.4977811895546775,0.4186786602474175
"woe_enc,median_imp,k_best_sel,norm_scale,no_samp",1,"(1, 0, 0, 0)",85182,0.06916720824435983,-1.0,0.6844783715012716,0.7233649436447251,0.20493842326709846,0.3430107526881724,0.6883050631297033,0.5771992042210882,0.36996159305352455
"loo_enc,mean_imp,k_best_sel,over_samp,min_max_scale",1,"(1, 0, 0, 0)",85182,0.4200601186361804,0.3460455831775112,0.23282984267990706,0.4985252842873919,0.19546103863268607,0.2123163548879914,0.16616542779126212,0.18989834457572535,0.19546103863268607
"loo_enc,mean_imp,k_best_sel,over_samp,norm_scale",1,"(1, 0, 0, 0)",85182,0.1865628353064718,-1.0,0.6756564376261648,0.8088940966128203,0.34580362560679595,0.3170226661893717,0.4244462985436894,0.3753439108674653,0.34580362560679595
"woe_enc,median_imp,k_best_sel,min_max_scale,no_samp",1,"(1, 0, 0, 0)",85182,0.1915210769625181,0.21170300963103944,0.21280698015328306,0.2990001831970673,0.16298639476674556,0.2833447332421339,0.465501849253922,0.3876835415296956,0.2662662967952458
"onehot_enc,mean_imp,no_scale,no_samp,no_sel",1,"(1, 0, 0, 0)",85182,0.1826339265570796,0.27761966605939953,0.13321793448798394,0.2123396488198193,0.15484782408402678,0.2766161213088587,0.4220124984058159,0.35743655182191963,0.24605883819967145
"onehot_enc,most_freq_imp,under_samp,min_max_scale,k_best_sel",1,"(1, 0, 0, 0)",85182,0.4774201655940775,0.29496871747921977,0.35425479491178186,0.6758004761137051,0.22135549515367936,0.24602825450391205,0.1727717287335799,0.21109842043110572,0.22135549515367936
"woe_enc,median_imp,k_best_sel,no_scale,no_samp",2,"(1, 0, 0, 0)",85182,0.18204652158420545,0.2393492415494071,0.16679563735327171,0.24799790179980274,0.16089800681797256,0.2769204389574757,0.4621859456701955,0.3831638996562568,0.2637588304402757
"onehot_enc,mean_imp,min_max_scale,no_samp,no_sel",2,"(1, 0, 0, 0)",85182,0.18478831005135105,0.2642906493661722,0.16074292717370345,0.24013925118600146,0.1571511931451735,0.2798965740142213,0.4317051396505544,0.3647444579086177,0.25088493228482445
"count_enc,mean_imp,no_sel,under_samp,no_scale",2,"(1, 0, 0, 0)",85182,0.3821797828685192,0.3706114806884823,0.3002957986621169,0.5708542049028708,0.2989434542787909,0.3006740924823105,0.294595316286188,0.29765095269169417,0.29894345427879104
"loo_enc,mean_imp,over_samp,min_max_scale,k_best_sel",2,"(1, 0, 0, 0)",85182,0.4205848810385132,0.3453081971852871,0.23391529135455635,0.499665492260399,0.19540351941747572,0.21224234379772655,0.16614393709546926,0.18984906989524816,0.19540351941747575
"count_enc,mean_imp,under_samp,no_scale,k_best_sel",2,"(1, 0, 0, 0)",85182,0.3989731933249149,0.3647100023626113,0.34681634014038826,0.6272097959451814,0.30588114558092083,0.31337564813102897,0.2856041161841601,0.2997776569653789,0.30588114558092083
