pipe,dp,eo,eqOdds,accu,precision,recall,f1,roc_auc,dpr,gen,dp_acc_reps,seed
"onehot_enc,mean_imp,under_samp,no_sel,quant_scale",0.1036879632355765,0.06164690087267849,0.12413789467641545,0.29666666666666663,0.29666666666666663,0.29666666666666663,0.29666666666666663,0.29666666666666663,0.8054661607185744,0,"(0, 20)",97081
"ordinal_enc,most_freq_imp,k_best_sel,quant_scale,over_samp",0.15045105183619356,0.09672080479366696,0.2210763220925928,0.2807142857142857,0.27913669064748203,0.28428571428571425,0.2817204301075268,0.2807142857142857,0.724270640409155,0,"(0, 20)",97081
"ordinal_enc,mean_imp,no_sel,no_samp,no_scale",0.08592800374006537,0.04704932252564829,0.14844708418567032,0.26,0.2243107769423559,0.11571428571428577,0.17356475300400542,0.35619047619047617,0.8957990815805885,0,"(0, 20)",97081
"target_enc,mean_imp,no_sel,no_samp,quant_scale",0.11706404862085085,0.08996101656048416,0.1835774246492492,0.238,0.2053571428571429,0.10999999999999999,0.160377358490566,0.32333333333333325,0.8572894106918956,0,"(0, 20)",97081
"woe_enc,mean_imp,min_max_scale,k_best_sel,no_samp",0.11397849462365595,0.060110270291827445,0.21002140915536552,0.24,0.21177944862155385,0.10142857142857142,0.1602136181575433,0.33238095238095244,0.8632258064516128,0,"(0, 20)",97081
"woe_enc,mean_imp,quant_scale,no_sel,no_samp",0.10836839644693785,0.07690006879430501,0.177048971239187,0.252,0.21208226221079696,0.12428571428571433,0.17050067658998658,0.3371428571428572,0.8664746543778802,0,"(0, 20)",97081
"onehot_enc,most_freq_imp,no_samp,min_max_scale,no_sel",0.09934548854604963,0.05796667962791255,0.165993001737524,0.247,0.207741935483871,0.12285714285714289,0.16745762711864398,0.3297619047619047,0.8767115339986075,0,"(0, 20)",97081
"ordinal_enc,most_freq_imp,under_samp,k_best_sel,no_scale",0.17980260884035887,0.13795032445737304,0.2790233827214587,0.30000000000000004,0.303921568627451,0.29000000000000004,0.29702970297029707,0.30000000000000004,0.6830204007943673,0,"(0, 20)",97081
"count_enc,mean_imp,k_best_sel,no_scale,no_samp",0.07517531556802237,0.04027956410333104,0.1532532900267664,0.28800000000000003,0.2626728110599078,0.08571428571428574,0.1836734693877552,0.42285714285714293,0.9156569630212432,0,"(0, 20)",97081
"target_enc,median_imp,over_samp,k_best_sel,norm_scale",0.572354211663067,0.38308457711442784,0.9212525160457254,0.4492857142857143,0.45611866501854137,0.37142857142857144,0.41683233929754804,0.4492857142857143,-1.0,0,"(0, 20)",97081
"ordinal_enc,most_freq_imp,quant_scale,k_best_sel,over_samp",0.1562644649958908,0.11447771164218984,0.26275242032695467,0.3142857142857143,0.31534090909090906,0.3114285714285714,0.3133903133903133,0.3142857142857143,0.7170106664157592,1,"(0, 20)",97081
