pipe,dp,eo,eqOdds,accu,precision,recall,f1,roc_auc,dpr,gen,dp_acc_reps,seed
"count_enc,median_imp,under_samp,k_best_sel,max_abs_scale",0.4612817197683068,0.3881649724781902,0.6651691364523481,0.22439739829103433,0.22872206879236756,0.21642647621476852,0.22262288859366108,0.22439739829103433,0.2716302334475553,0,"(0, 20)",75675
"target_enc,median_imp,min_max_scale,k_best_sel,over_samp",0.4195711896101356,0.23527946178108042,0.4995385460082413,0.19674352750809065,0.21256853648249685,0.16921521035598708,0.1914726088069133,0.19674352750809065,0.344775761701894,0,"(0, 20)",75675
"onehot_enc,median_imp,no_samp,max_abs_scale,no_sel",0.184555676991858,0.1603902630059872,0.23996449616079757,0.15782684806977676,0.28181524547803616,0.43285295242953703,0.36620822347324167,0.25172178365813425,0.26535107752053605,0,"(0, 20)",75675
"woe_enc,mean_imp,over_samp,no_sel,min_max_scale",0.4128432752022013,0.20854050983782016,0.4710348368131023,0.19065533980582527,0.21080099841161792,0.15582524271844655,0.18423830186466517,0.19065533980582516,0.36092257248993376,0,"(0, 20)",75675
"target_enc,mean_imp,over_samp,max_abs_scale,k_best_sel",0.4177057787337453,0.22499053282557546,0.4913116430050878,0.19597491909385112,0.21243543141381294,0.1673543689320388,0.19052207255923714,0.195974919093851,0.3483501343553282,0,"(0, 20)",75675
"woe_enc,most_freq_imp,max_abs_scale,under_samp,k_best_sel",0.43031021014765103,0.24427913789016178,0.5259519119109375,0.200484632062237,0.2239332314564476,0.15801555923989286,0.19231710300954252,0.200484632062237,0.34637795624576717,0,"(0, 20)",75675
"onehot_enc,most_freq_imp,no_sel,over_samp,norm_scale",0.221746318004208,0.43057050592034446,0.5176222156784762,0.2400080906148867,0.258782465095331,0.2010922330097087,0.23101783350206362,0.2400080906148867,-1.0,0,"(0, 20)",75675
"count_enc,most_freq_imp,no_samp,min_max_scale,k_best_sel",0.18825256948133254,0.3065705790491003,0.38971892803902625,0.17551672245938388,0.28816261458748504,0.544445861497258,0.4444358037172408,0.30147050356416305,0.13000562269390542,0,"(0, 20)",75675
"loo_enc,most_freq_imp,no_samp,no_scale,k_best_sel",0.18111976011598463,0.17704963448968986,0.25729360432353254,0.16181935444243112,0.2746232036452857,0.47213365642137484,0.3889422012253636,0.2677618120294577,0.22978150411254786,0,"(0, 20)",75675
"loo_enc,most_freq_imp,k_best_sel,no_samp,no_scale",0.18111976011598463,0.17704963448968986,0.25729360432353254,0.16181935444243112,0.2746232036452857,0.47213365642137484,0.3889422012253636,0.2677618120294577,0.22978150411254786,1,"(0, 20)",75675
"onehot_enc,most_freq_imp,over_samp,norm_scale,no_sel",0.22428014397120577,0.4270833333333333,0.5152818320822907,0.2395428802588997,0.2583417783282663,0.20064724919093846,0.23057453809162243,0.23954288025889958,-1.0,1,"(0, 20)",75675
"target_enc,mean_imp,no_samp,max_abs_scale,k_best_sel",0.189974464858535,0.21159162558829353,0.2973247568024333,0.16369276127883048,0.2825974025974026,0.47162351740849384,0.3914512338425382,0.2688214674421111,0.20910516062906429,1,"(0, 20)",75675
"onehot_enc,median_imp,over_samp,max_abs_scale,no_sel",0.3928556366828745,0.1794639364071478,0.4166783500578677,0.18561893203883495,0.20325327427545914,0.1559061488673139,0.18026282189789622,0.18561893203883495,0.38147552735891654,1,"(0, 20)",75675
"target_enc,median_imp,min_max_scale,k_best_sel,over_samp",0.42128611399334215,0.23962022124468343,0.5045452380818238,0.19577265372168284,0.2130784785013925,0.16561488673139158,0.1900414285994776,0.19577265372168284,0.34543107160451253,1,"(0, 20)",75675
"loo_enc,most_freq_imp,no_samp,no_scale,k_best_sel",0.18111976011598463,0.17704963448968986,0.25729360432353254,0.16181935444243112,0.2746232036452857,0.47213365642137484,0.3889422012253636,0.2677618120294577,0.22978150411254786,1,"(0, 20)",75675
"count_enc,most_freq_imp,no_samp,min_max_scale,k_best_sel",0.18825256948133254,0.3065705790491003,0.38971892803902625,0.17551672245938388,0.28816261458748504,0.544445861497258,0.4444358037172408,0.30147050356416305,0.13000562269390542,1,"(0, 20)",75675
