pipe,dp,eo,eqOdds,accu,precision,recall,f1,roc_auc,dpr,gen,opt_metric,seed
"count_enc,median_imp,max_abs_scale,under_samp,k_best_sel",0.8148148148148149,0.6330275229357798,1.5147842796925366,0.2192982456140351,0.22881355932203384,0.20175438596491224,0.21551724137931028,0.2192982456140351,0.18518518518518517,0,"(1, 0, 0, 0)",5696
"count_enc,most_freq_imp,no_samp,k_best_sel,max_abs_scale",0.9118049652827606,0.8311611607670197,1.6863368492760415,0.19753086419753085,0.24695121951219512,0.2777777777777778,0.26268656716417915,0.2126593806921675,0.04881475382462848,0,"(1, 0, 0, 0)",5696
"target_enc,median_imp,no_sel,quant_scale,no_samp",0.8762101358884633,0.7907626885065165,1.5697275508047122,0.19191919191919193,0.23529411764705888,0.2777777777777778,0.25714285714285723,0.20810564663023667,0.05777403195555661,0,"(1, 0, 0, 0)",5696
"count_enc,mean_imp,k_best_sel,over_samp,no_scale",0.79897394449163,0.6182046700384627,1.424947310114436,0.21584699453551914,0.22142857142857142,0.20582877959927137,0.21370604147880978,0.21584699453551903,0.18479407920944307,0,"(1, 0, 0, 0)",5696
"count_enc,most_freq_imp,over_samp,k_best_sel,min_max_scale",0.7790416461715035,0.5463908045977012,1.3692777941513574,0.20765027322404372,0.22375215146299487,0.17850637522768675,0.2017699115044248,0.2076502732240436,0.20881293840934162,0,"(1, 0, 0, 0)",5696
"target_enc,most_freq_imp,no_scale,no_samp,no_sel",0.8232842839638367,0.7540654408000945,1.4005516706196577,0.18855218855218858,0.2347560975609756,0.26608187134502925,0.25074626865671634,0.2031684402262487,0.08653263192705048,0,"(1, 0, 0, 0)",5696
"onehot_enc,median_imp,under_samp,no_sel,quant_scale",0.8191852918061161,0.6379099893688231,1.5116344791647416,0.2178362573099415,0.22349570200573066,0.20760233918128657,0.215629522431259,0.21783625730994172,0.1749424121952738,0,"(1, 0, 0, 0)",5696
"onehot_enc,median_imp,under_samp,no_sel,norm_scale",0.3350125944584383,0.43119266055045874,0.6777204383282365,0.3406432748538012,0.3177257525083612,0.4035087719298246,0.3634945397815914,0.3406432748538011,-1.0,0,"(1, 0, 0, 0)",5696
"loo_enc,median_imp,under_samp,no_sel,max_abs_scale",0.8531471004243282,0.6513761467889908,1.5299192409108806,0.19298245614035092,0.1837349397590361,0.20760233918128657,0.19584569732937684,0.1929824561403508,0.1376130392822676,0,"(1, 0, 0, 0)",5696
"count_enc,most_freq_imp,no_sel,quant_scale,under_samp",0.8425,0.7064220183486238,1.5998928087266306,0.23245614035087714,0.2363112391930836,0.22514619883040932,0.23076923076923084,0.23245614035087714,0.1575,0,"(1, 0, 0, 0)",5696
"onehot_enc,median_imp,under_samp,no_sel,quant_scale",0.7930704898446834,0.6152695200220499,1.4467912591524847,0.2207602339181286,0.22946175637393773,0.20467836257309946,0.2172661870503596,0.2207602339181286,0.1953939393939394,1,"(1, 0, 0, 0)",5696
"target_enc,median_imp,no_sel,quant_scale,no_samp",0.8762101358884633,0.7907626885065165,1.5697275508047122,0.19191919191919193,0.23529411764705888,0.2777777777777778,0.25714285714285723,0.20810564663023667,0.05777403195555661,1,"(1, 0, 0, 0)",5696
