pipe,dp,eo,eqOdds,accu,precision,recall,f1,roc_auc,dpr,gen,dp_acc_reps,seed
"ordinal_enc,most_freq_imp,no_scale,under_samp,k_best_sel",0.821830985915493,0.688664015434894,1.4782334514567252,0.2192982456140351,0.2142857142857143,0.22807017543859653,0.22123893805309747,0.2192982456140351,0.15434782608695652,0,"(0, 20)",41348
"woe_enc,mean_imp,quant_scale,k_best_sel,under_samp",0.8134328358208955,0.6330275229357798,1.513573598021104,0.22368421052631582,0.23529411764705888,0.20175438596491224,0.2188841201716738,0.22368421052631582,0.1865671641791045,0,"(0, 20)",41348
"count_enc,mean_imp,no_scale,no_sel,over_samp",0.7948145604395604,0.659475401982214,1.3619920211654999,0.21311475409836067,0.19999999999999996,0.23497267759562845,0.21787709497206698,0.21311475409836067,0.16217194570135748,0,"(0, 20)",41348
"count_enc,mean_imp,k_best_sel,no_samp,quant_scale",0.8646414023777722,0.7858802220734733,1.5235345430611276,0.18855218855218858,0.2314814814814815,0.27192982456140347,0.25225225225225223,0.20427092320966345,0.0638020677702743,0,"(0, 20)",41348
"loo_enc,median_imp,min_max_scale,over_samp,k_best_sel",0.8222161572052402,0.6019986428967984,1.4510014918996474,0.19672131147540983,0.19999999999999996,0.1912568306010929,0.19565217391304335,0.19672131147540983,0.16502217294900223,0,"(0, 20)",41348
"loo_enc,median_imp,no_sel,quant_scale,no_samp",0.8762101358884633,0.7907626885065165,1.5697275508047122,0.19191919191919193,0.23529411764705888,0.2777777777777778,0.25714285714285723,0.20810564663023667,0.05777403195555661,0,"(0, 20)",41348
"loo_enc,mean_imp,under_samp,no_sel,no_scale",0.7962517680339463,0.6433830767413474,1.3782550565466125,0.20906432748538006,0.20120120120120122,0.2222222222222222,0.21185185185185185,0.20906432748538017,0.1680951677257278,0,"(0, 20)",41348
"count_enc,median_imp,no_samp,quant_scale,k_best_sel",0.8550872622503836,0.8458085600661496,1.5438142580718477,0.20314253647586977,0.24922118380062308,0.29532163742690054,0.27300150829562597,0.2205205637043428,0.06446898833930156,0,"(0, 20)",41348
"count_enc,mean_imp,norm_scale,k_best_sel,over_samp",0.19248826291079812,0.6432748538011696,0.775753486279802,0.2367941712204007,0.24781849912739962,0.21493624772313302,0.231729055258467,0.2367941712204007,-1.0,0,"(0, 20)",41348
"woe_enc,most_freq_imp,over_samp,quant_scale,k_best_sel",0.8298395228410781,0.6316119174942704,1.5375948234771764,0.21584699453551914,0.22241992882562278,0.20400728597449913,0.21332133213321336,0.21584699453551903,0.16833263680024116,0,"(0, 20)",41348
"loo_enc,mean_imp,no_samp,no_sel,no_scale",0.8365861197275608,0.7632397527267001,1.440827596981211,0.18855218855218858,0.2331288343558282,0.26900584795321636,0.2514970059880238,0.20371968171795607,0.07828757335279272,1,"(0, 20)",41348
"loo_enc,median_imp,no_sel,quant_scale,under_samp",0.8567185289957567,0.6880733944954128,1.574333762328085,0.20614035087719296,0.19819819819819817,0.2192982456140351,0.2088888888888889,0.20614035087719296,0.13711802834959755,1,"(0, 20)",41348
"loo_enc,mean_imp,no_sel,quant_scale,no_samp",0.8663745046308051,0.7681222191597432,1.5347414024455932,0.18967452300785637,0.2321981424148607,0.2748538011695907,0.25413533834586466,0.20573291151375717,0.061925536365266244,1,"(0, 20)",41348
"loo_enc,median_imp,under_samp,no_sel,no_scale",0.7876408450704225,0.6433830767413474,1.30600688915291,0.20175438596491224,0.18902439024390238,0.2222222222222222,0.20597014925373125,0.20175438596491235,0.16220973782771536,1,"(0, 20)",41348
"ordinal_enc,median_imp,min_max_scale,over_samp,k_best_sel",0.8347530864197531,0.6834688346883468,1.5341336020197809,0.2213114754098361,0.21666666666666667,0.2295081967213115,0.22314049586776863,0.2213114754098362,0.15205668422372712,1,"(0, 20)",41348
"loo_enc,most_freq_imp,no_scale,under_samp,k_best_sel",0.8159635918081568,0.651966767728472,1.4730193993074192,0.2222222222222222,0.22543352601156075,0.216374269005848,0.2209302325581396,0.2222222222222222,0.1638535631647863,1,"(0, 20)",41348
"loo_enc,median_imp,no_sel,quant_scale,no_samp",0.8762101358884633,0.7907626885065165,1.5697275508047122,0.19191919191919193,0.23529411764705888,0.2777777777777778,0.25714285714285723,0.20810564663023667,0.05777403195555661,1,"(0, 20)",41348
"loo_enc,mean_imp,under_samp,no_sel,no_scale",0.7704183441274286,0.6525573886679529,1.3016801956854969,0.2192982456140351,0.21597633136094674,0.22514619883040932,0.22058823529411764,0.219298245614035,0.1785980889817856,1,"(0, 20)",41348
"loo_enc,median_imp,min_max_scale,over_samp,k_best_sel",0.8188785994136826,0.6096641327720403,1.4543934775013851,0.2030965391621129,0.20471014492753625,0.20036429872495443,0.2025431425976385,0.2030965391621129,0.168240164191046,1,"(0, 20)",41348
"count_enc,mean_imp,k_best_sel,no_samp,quant_scale",0.8646414023777722,0.7858802220734733,1.5235345430611276,0.18855218855218858,0.2314814814814815,0.27192982456140347,0.25225225225225223,0.20427092320966345,0.0638020677702743,1,"(0, 20)",41348
"loo_enc,median_imp,no_sel,quant_scale,over_samp",0.817408591572389,0.632183908045977,1.4904460163080853,0.21584699453551914,0.22438162544169615,0.20036429872495443,0.2125560538116592,0.21584699453551914,0.1771781064966681,2,"(0, 20)",41348
"ordinal_enc,median_imp,min_max_scale,under_samp,k_best_sel",0.8404577464788733,0.7247706422018348,1.5790257463053319,0.23245614035087714,0.23323615160349853,0.23099415204678364,0.2321167883211679,0.23245614035087714,0.15358156028368794,2,"(0, 20)",41348
"loo_enc,median_imp,no_sel,quant_scale,under_samp",0.853604318831375,0.6880733944954128,1.5721717437327185,0.21052631578947367,0.2053571428571429,0.2192982456140351,0.21238938053097356,0.21052631578947367,0.14029850746268657,2,"(0, 20)",41348
"loo_enc,median_imp,min_max_scale,over_samp,k_best_sel",0.8470342753689896,0.6730715678084098,1.540830352233861,0.2067395264116576,0.20185185185185184,0.21493624772313302,0.2084481175390267,0.2067395264116576,0.13984793718060576,2,"(0, 20)",41348
"loo_enc,median_imp,min_max_scale,no_samp,k_best_sel",0.903983927408405,0.8495097846202307,1.6655116839554633,0.19753086419753085,0.24382716049382713,0.283625730994152,0.2642642642642641,0.21376186367558248,0.04748002279785514,2,"(0, 20)",41348
"loo_enc,median_imp,under_samp,no_sel,no_scale",0.7900920927278501,0.6207426073945742,1.3347497119428782,0.20175438596491224,0.19090909090909092,0.2192982456140351,0.2053571428571429,0.20175438596491235,0.16552071105148417,2,"(0, 20)",41348
"count_enc,mean_imp,k_best_sel,no_samp,quant_scale",0.8646414023777722,0.7858802220734733,1.5235345430611276,0.18855218855218858,0.2314814814814815,0.27192982456140347,0.25225225225225223,0.20427092320966345,0.0638020677702743,2,"(0, 20)",41348
"loo_enc,mean_imp,no_samp,no_sel,no_scale",0.8365861197275608,0.7632397527267001,1.440827596981211,0.18855218855218858,0.2331288343558282,0.26900584795321636,0.2514970059880238,0.20371968171795607,0.07828757335279272,2,"(0, 20)",41348
"loo_enc,median_imp,over_samp,no_sel,no_scale",0.7739697802197801,0.5743330239243046,1.3015410011322817,0.20218579234972678,0.19778188539741215,0.20947176684881608,0.20366972477064227,0.202185792349727,0.18605994944023116,2,"(0, 20)",41348
"loo_enc,median_imp,no_sel,quant_scale,no_samp",0.8762101358884633,0.7907626885065165,1.5697275508047122,0.19191919191919193,0.23529411764705888,0.2777777777777778,0.25714285714285723,0.20810564663023667,0.05777403195555661,2,"(0, 20)",41348
"loo_enc,mean_imp,k_best_sel,no_samp,quant_scale",0.8649228935080419,0.8042288459266843,1.529537487901993,0.18967452300785637,0.23052959501557635,0.2777777777777778,0.2549019607843137,0.20628415300546443,0.06025678698434211,3,"(0, 20)",41348
"count_enc,median_imp,no_sel,quant_scale,no_samp",0.8559758911126075,0.7950545340000787,1.5198883421672202,0.19640852974186307,0.24620060790273557,0.2748538011695907,0.2608047690014903,0.211197392388074,0.07318472479531464,3,"(0, 20)",41348
"loo_enc,median_imp,quant_scale,no_samp,no_sel",0.8762101358884633,0.7907626885065165,1.5697275508047122,0.19191919191919193,0.23529411764705888,0.2777777777777778,0.25714285714285723,0.20810564663023667,0.05777403195555661,3,"(0, 20)",41348
"loo_enc,median_imp,k_best_sel,min_max_scale,over_samp",0.8082810995315236,0.5923599577230863,1.4408879729177682,0.2067395264116576,0.2114695340501792,0.19854280510018218,0.20505871725383928,0.2067395264116576,0.17897572998036676,3,"(0, 20)",41348
"loo_enc,median_imp,min_max_scale,no_samp,no_sel",0.8762101358884633,0.8128125369138087,1.552603610038215,0.1874298540965208,0.22910216718266252,0.27192982456140347,0.2511278195488722,0.20336017639727733,0.05777403195555661,3,"(0, 20)",41348
"loo_enc,median_imp,k_best_sel,quant_scale,over_samp",0.8242744712247909,0.632183908045977,1.5092019517306874,0.2140255009107468,0.22163120567375882,0.20036429872495443,0.21114106019766377,0.2140255009107468,0.17209436370373418,3,"(0, 20)",41348
"loo_enc,median_imp,min_max_scale,no_samp,k_best_sel",0.903983927408405,0.8495097846202307,1.6655116839554633,0.19753086419753085,0.24382716049382713,0.283625730994152,0.2642642642642641,0.21376186367558248,0.04748002279785514,3,"(0, 20)",41348
"loo_enc,median_imp,over_samp,no_sel,no_scale",0.7928395061728395,0.6086720867208673,1.3342181456002595,0.19854280510018218,0.18949343339587243,0.21311475409836067,0.20147874306839186,0.1985428051001823,0.16835016835016833,3,"(0, 20)",41348
"loo_enc,mean_imp,no_samp,no_sel,no_scale",0.8365861197275608,0.7632397527267001,1.440827596981211,0.18855218855218858,0.2331288343558282,0.26900584795321636,0.2514970059880238,0.20371968171795607,0.07828757335279272,3,"(0, 20)",41348
"count_enc,mean_imp,k_best_sel,no_samp,quant_scale",0.8646414023777722,0.7858802220734733,1.5235345430611276,0.18855218855218858,0.2314814814814815,0.27192982456140347,0.25225225225225223,0.20427092320966345,0.0638020677702743,3,"(0, 20)",41348
"count_enc,mean_imp,k_best_sel,no_samp,quant_scale",0.8646414023777722,0.7858802220734733,1.5235345430611276,0.18855218855218858,0.2314814814814815,0.27192982456140347,0.25225225225225223,0.20427092320966345,0.0638020677702743,4,"(0, 20)",41348
"loo_enc,mean_imp,no_samp,no_sel,no_scale",0.8365861197275608,0.7632397527267001,1.440827596981211,0.18855218855218858,0.2331288343558282,0.26900584795321636,0.2514970059880238,0.20371968171795607,0.07828757335279272,4,"(0, 20)",41348
"loo_enc,median_imp,min_max_scale,no_samp,no_sel",0.8762101358884633,0.8128125369138087,1.552603610038215,0.1874298540965208,0.22910216718266252,0.27192982456140347,0.2511278195488722,0.20336017639727733,0.05777403195555661,4,"(0, 20)",41348
"loo_enc,median_imp,no_samp,k_best_sel,min_max_scale",0.903983927408405,0.8495097846202307,1.6655116839554633,0.19753086419753085,0.24382716049382713,0.283625730994152,0.2642642642642641,0.21376186367558248,0.04748002279785514,4,"(0, 20)",41348
"loo_enc,mean_imp,no_scale,no_samp,no_sel",0.8365861197275608,0.7632397527267001,1.440827596981211,0.18855218855218858,0.2331288343558282,0.26900584795321636,0.2514970059880238,0.20371968171795607,0.07828757335279272,4,"(0, 20)",41348
