pipe,dp,eo,eqOdds,accu,precision,recall,f1,roc_auc,dpr,gen,opt_metric,seed
"count_enc,median_imp,max_abs_scale,under_samp,k_best_sel",0.20590625158701942,0.2079343365253078,0.3555398891455105,0.32833333333333337,0.32659932659932656,0.33333333333333337,0.3299832495812395,0.32833333333333337,0.6333423765599566,0,"(1, 0, 0, 0)",5696
"count_enc,most_freq_imp,no_samp,k_best_sel,max_abs_scale",0.0903225806451613,0.05624183690764614,0.18492236911380397,0.29000000000000004,0.26490825688073394,0.0842857142857143,0.18447837150127222,0.42714285714285716,0.8996415770609318,0,"(1, 0, 0, 0)",5696
"target_enc,median_imp,no_sel,quant_scale,no_samp",0.11561477325853198,0.07897386813427851,0.19223579233813073,0.241,0.2068965517241379,0.11285714285714288,0.16250842886041805,0.3264285714285715,0.8588067370825008,0,"(1, 0, 0, 0)",5696
"count_enc,mean_imp,k_best_sel,over_samp,no_scale",0.2537244818990988,0.23906519506675042,0.446582677584233,0.32571428571428573,0.3286516853932584,0.31714285714285717,0.3229461756373938,0.32571428571428573,0.5714976825481047,0,"(1, 0, 0, 0)",5696
"count_enc,most_freq_imp,over_samp,k_best_sel,min_max_scale",0.21278144953511818,0.19414949301588252,0.3686408372159198,0.3157142857142857,0.3125,0.3242857142857143,0.31844380403458206,0.3157142857142857,0.6201189940502975,0,"(1, 0, 0, 0)",5696
"target_enc,most_freq_imp,no_scale,no_samp,no_sel",0.06489013557737255,0.026321299315048008,0.1210424674787447,0.268,0.24528301886792447,0.08571428571428574,0.17312661498708015,0.3895238095238096,0.9252517636921752,0,"(1, 0, 0, 0)",5696
"onehot_enc,median_imp,under_samp,no_sel,quant_scale",0.19897748399091092,0.15166962598086947,0.30455881374204913,0.29166666666666663,0.29096989966555187,0.29333333333333333,0.2921535893155258,0.29166666666666674,0.6451137514967303,0,"(1, 0, 0, 0)",5696
"onehot_enc,median_imp,under_samp,no_sel,norm_scale",0.31443298969072164,0.6235294117647059,0.8895844576362655,0.46166666666666667,0.44221105527638194,0.63,0.5551102204408818,0.46166666666666667,-1.0,0,"(1, 0, 0, 0)",5696
"loo_enc,median_imp,under_samp,no_sel,max_abs_scale",0.07346725021508993,0.017140468227424766,0.09144759152825571,0.29000000000000004,0.2842465753424658,0.30333333333333334,0.29391891891891897,0.2899999999999999,0.8563067017851917,0,"(1, 0, 0, 0)",5696
"count_enc,most_freq_imp,no_sel,quant_scale,under_samp",0.122395801019965,0.10999793431109273,0.20784125051263935,0.32999999999999996,0.32291666666666663,0.35,0.33673469387755106,0.33000000000000007,0.7652602270293425,0,"(1, 0, 0, 0)",5696
