pipe,dp,eo,eqOdds,accu,precision,recall,f1,roc_auc,dpr,gen,dp_acc_reps,seed
"onehot_enc,mean_imp,no_scale,no_sel,under_samp",0.7753882915173238,0.583454738748671,1.3048119655406805,0.20029239766081874,0.2011661807580175,0.19883040935672514,0.20000000000000007,0.20029239766081863,0.1927860696517413,0,"(0, 20)",49736
"woe_enc,mean_imp,under_samp,quant_scale,k_best_sel",0.8114788732394367,0.6195613655156121,1.5061593036599419,0.22368421052631582,0.23529411764705888,0.20175438596491224,0.2188841201716738,0.22368421052631582,0.1856537102473498,0,"(0, 20)",49736
"ordinal_enc,median_imp,under_samp,max_abs_scale,no_sel",0.8506265664160401,0.7431192660550459,1.576541016718176,0.22660818713450293,0.22089552238805965,0.23684210526315785,0.2289512555391432,0.22660818713450281,0.13726487036095578,0,"(0, 20)",49736
"count_enc,most_freq_imp,under_samp,min_max_scale,no_sel",0.8258788622696325,0.6654329251486396,1.4902628571214287,0.21198830409356728,0.20943952802359878,0.216374269005848,0.21292217327459628,0.21198830409356728,0.15915956413852628,0,"(0, 20)",49736
"onehot_enc,median_imp,quant_scale,k_best_sel,under_samp",0.8861386138613861,0.7981651376146789,1.716809205411289,0.23099415204678364,0.21779141104294475,0.2543859649122807,0.23652694610778435,0.23099415204678375,0.11386138613861387,0,"(0, 20)",49736
"loo_enc,most_freq_imp,k_best_sel,over_samp,no_scale",0.8348515444889786,0.6403612581750233,1.4877021888492874,0.1994535519125683,0.19444444444444442,0.20765027322404372,0.20110192837465568,0.1994535519125683,0.1447409733124019,0,"(0, 20)",49736
"target_enc,mean_imp,max_abs_scale,k_best_sel,no_samp",0.9204704765479252,0.8721502539670041,1.7171170156004323,0.19865319865319864,0.2445820433436533,0.2865497076023392,0.2661654135338346,0.21522385197967608,0.039774984597845425,0,"(0, 20)",49736
"count_enc,mean_imp,over_samp,no_scale,k_best_sel",0.7940859387032189,0.5964552578822672,1.4155435769705864,0.2140255009107468,0.22163120567375882,0.20036429872495443,0.21114106019766377,0.2140255009107468,0.18981772470144562,0,"(0, 20)",49736
"target_enc,mean_imp,no_sel,over_samp,norm_scale",0.3333333333333333,0.4152046783625731,0.6566576698155645,0.33333333333333337,0.31055900621118016,0.39344262295081966,0.35465116279069775,0.33333333333333337,-1.0,0,"(0, 20)",49736
"loo_enc,mean_imp,k_best_sel,norm_scale,no_samp",0.19410745233968804,0.6146788990825688,0.7642515486552184,0.31313131313131315,0.36929460580912865,0.5555555555555556,0.47855917667238435,0.35883424408014575,-1.0,0,"(0, 20)",49736
