pipe,dp,eo,eqOdds,accu,precision,recall,f1,roc_auc,dpr,gen,opt_metric,seed
"woe_enc,mean_imp,norm_scale,k_best_sel,under_samp",0.3484848484848485,0.39325842696629215,0.5308731058653747,0.31666666666666665,0.25225225225225223,0.44666666666666666,0.3639846743295019,0.31666666666666665,-1.0,0,"(1, 0, 0, 0)",852
"woe_enc,most_freq_imp,no_sel,min_max_scale,under_samp",0.0986562942008487,0.07042253521126757,0.12508414239701132,0.2783333333333333,0.27609427609427606,0.2833333333333333,0.27973199329983245,0.2783333333333333,0.8128772635814888,0,"(1, 0, 0, 0)",852
"woe_enc,most_freq_imp,max_abs_scale,no_samp,k_best_sel",0.10705937353903683,0.052094238227699194,0.1954728827351203,0.24,0.2088607594936709,0.1071428571428571,0.1610738255033557,0.3285714285714286,0.8699454793275785,0,"(1, 0, 0, 0)",852
"count_enc,mean_imp,under_samp,no_sel,no_scale",0.04582777567028479,0.04999999999999999,0.0718070032182141,0.345,0.3475409836065574,0.33666666666666667,0.3421487603305785,0.345,0.9125919010386275,0,"(1, 0, 0, 0)",852
"target_enc,mean_imp,norm_scale,over_samp,k_best_sel",0.3297180043383948,0.5970149253731343,0.8700918484500573,0.45499999999999996,0.432258064516129,0.6228571428571428,0.5467811158798283,0.45499999999999996,-1.0,0,"(1, 0, 0, 0)",852
"count_enc,median_imp,no_samp,min_max_scale,k_best_sel",0.07985039738195421,0.036271548071266924,0.1741263922040302,0.29200000000000004,0.26497695852534564,0.08857142857142852,0.18622448979591844,0.4276190476190477,0.9105571847507331,0,"(1, 0, 0, 0)",852
"target_enc,median_imp,no_sel,min_max_scale,no_samp",0.11061243571762502,0.05306134657374449,0.20561430300777112,0.242,0.20865139949109412,0.11142857142857143,0.16285329744279942,0.32904761904761903,0.8651544511569589,0,"(1, 0, 0, 0)",852
"target_enc,median_imp,k_best_sel,norm_scale,no_samp",1.0,0.0,1.0,0.30000000000000004,0.30000000000000004,0.0,0.17647058823529416,0.5,-1.0,0,"(1, 0, 0, 0)",852
"onehot_enc,most_freq_imp,no_samp,no_sel,norm_scale",1.0,0.0,1.0,0.30000000000000004,0.30000000000000004,0.0,0.17647058823529416,0.5,-1.0,0,"(1, 0, 0, 0)",852
"woe_enc,most_freq_imp,no_samp,max_abs_scale,no_sel",0.09691444600280497,0.03606217409944268,0.18467642070110457,0.249,0.21200510855683274,0.11857142857142855,0.16790289952798387,0.335952380952381,0.8808004140072452,0,"(1, 0, 0, 0)",852
"woe_enc,most_freq_imp,k_best_sel,min_max_scale,under_samp",0.08897807965421428,0.07536764705882348,0.13660978164742044,0.2816666666666666,0.26690391459074736,0.31333333333333335,0.2908777969018933,0.28166666666666673,0.8215921753126161,1,"(1, 0, 0, 0)",852
"target_enc,mean_imp,norm_scale,over_samp,no_sel",0.3384615384615385,0.5920398009950248,0.8755043679241588,0.4592857142857143,0.44025157232704404,0.6185714285714285,0.546304163126593,0.4592857142857143,-1.0,1,"(1, 0, 0, 0)",852
"count_enc,mean_imp,under_samp,no_scale,no_sel",0.21390208634579633,0.24474483074631992,0.3740017595133116,0.3533333333333334,0.34615384615384615,0.3766666666666667,0.3617747440273038,0.3533333333333334,0.6065729483282675,1,"(1, 0, 0, 0)",852
"woe_enc,most_freq_imp,no_samp,no_sel,max_abs_scale",0.09691444600280497,0.03606217409944268,0.18467642070110457,0.249,0.21200510855683274,0.11857142857142855,0.16790289952798387,0.335952380952381,0.8808004140072452,1,"(1, 0, 0, 0)",852
"count_enc,mean_imp,no_samp,no_sel,no_scale",0.0864890135577373,0.05313113789768592,0.17268539122397436,0.29200000000000004,0.26,0.10142857142857142,0.18838709677419352,0.419047619047619,0.9013596374300186,1,"(1, 0, 0, 0)",852
"woe_enc,most_freq_imp,under_samp,max_abs_scale,no_sel",0.17095408661673717,0.14497180451127822,0.22196877842933382,0.2483333333333333,0.23508771929824557,0.2733333333333333,0.2547008547008547,0.2483333333333334,0.6760459089226213,1,"(1, 0, 0, 0)",852
"count_enc,median_imp,no_samp,min_max_scale,k_best_sel",0.07985039738195421,0.036271548071266924,0.1741263922040302,0.29200000000000004,0.26497695852534564,0.08857142857142852,0.18622448979591844,0.4276190476190477,0.9105571847507331,1,"(1, 0, 0, 0)",852
