pipe,dp,eo,eqOdds,accu,precision,recall,f1,roc_auc,dpr,gen,dp_acc_reps,seed
"onehot_enc,mean_imp,k_best_sel,no_samp,norm_scale",0.00027852567078265713,1.0,1.0003127606338615,0.24096311538343418,1.0,1.0,1.0,0.5001011326860841,-1.0,0,"(0, 20)",86674
"ordinal_enc,mean_imp,under_samp,no_sel,no_scale",0.43650360566960467,0.3851661812123448,0.6434781341678294,0.24467542405305442,0.24040456431535273,0.25290141563576074,0.24670481579116565,0.24467542405305442,0.2847651762522141,0,"(0, 20)",86674
"woe_enc,most_freq_imp,over_samp,k_best_sel,norm_scale",0.27904525261651986,0.26917863919761453,0.3744747192643368,0.2092637540453074,0.2484776370126689,0.13131067961165044,0.1941306713701355,0.2092637540453075,-1.0,0,"(0, 20)",86674
"count_enc,most_freq_imp,no_scale,over_samp,no_sel",0.3954863666231798,0.3260561877670356,0.6033988437526114,0.29864482200647247,0.29970624924550315,0.295995145631068,0.29785560105706976,0.2986448220064726,0.3503929884471485,0,"(0, 20)",86674
"woe_enc,mean_imp,quant_scale,no_sel,no_samp",0.20354962369209148,0.21748926538653396,0.3168644498011859,0.16783882558889474,0.30924855491329484,0.45134549164647364,0.3884426753855995,0.2646290565028485,0.2128932918809808,0,"(0, 20)",86674
"count_enc,median_imp,quant_scale,under_samp,no_sel",0.4301894622139374,0.3099826367006523,0.5700772232822826,0.21604387195510777,0.22227765997255833,0.20482081367172555,0.21364610921932148,0.21604387195510777,0.3145971487946767,0,"(0, 20)",86674
"count_enc,median_imp,no_scale,k_best_sel,under_samp",0.4353483614850996,0.40186909462578,0.7050925029410491,0.298495089912001,0.3068459657701712,0.27687794924116826,0.29217901504275645,0.29849508991200113,0.31869379253308777,0,"(0, 20)",86674
"count_enc,mean_imp,k_best_sel,under_samp,no_scale",0.4003731280499875,0.35466582332823815,0.6384418743859298,0.3133528886621605,0.3220235923628846,0.2889937507970922,0.3059013944223108,0.3133528886621604,0.3681031447537706,0,"(0, 20)",86674
"onehot_enc,median_imp,max_abs_scale,no_samp,no_sel",0.184555676991858,0.1603902630059872,0.23996449616079757,0.15782684806977676,0.28181524547803616,0.43285295242953703,0.36620822347324167,0.25172178365813425,0.26535107752053605,0,"(0, 20)",86674
"count_enc,median_imp,no_sel,quant_scale,over_samp",0.4269351753294478,0.31715637287218745,0.5699098021577413,0.21648462783171518,0.22182972812065882,0.20687702265372165,0.21442452168686754,0.21648462783171507,0.3163399463428788,0,"(0, 20)",86674
"onehot_enc,median_imp,max_abs_scale,no_samp,k_best_sel",0.1961385570836381,0.27538730037234715,0.3653948269159281,0.1704185989373791,0.2906466934599927,0.5047825532457595,0.41674802853924153,0.2845716973348539,0.15819201125616028,1,"(0, 20)",86674
"woe_enc,most_freq_imp,over_samp,no_sel,norm_scale",0.2860171095465213,0.2773016311860658,0.3986527571243477,0.21209546925566347,0.25203818549230017,0.1315533980582524,0.19628617423533368,0.21209546925566336,-1.0,1,"(0, 20)",86674
"onehot_enc,mean_imp,no_sel,no_samp,norm_scale",0.0,1.0,1.0,0.2408402690335063,0.6666666666666667,0.9998724652467798,0.9997450280469148,0.4999766856978235,1.0,1,"(0, 20)",86674
"ordinal_enc,mean_imp,under_samp,k_best_sel,no_scale",0.4354261427432703,0.3909460540953732,0.6471586994523203,0.24614207371508734,0.24078656075009763,0.2564723887259278,0.24871134020618557,0.24614207371508745,0.2829970321048092,1,"(0, 20)",86674
"onehot_enc,median_imp,no_scale,k_best_sel,under_samp",0.48019070189064716,0.31953359718214963,0.6465735105349165,0.20737150873613064,0.23091356866424295,0.16362708838158402,0.1986803519061583,0.20737150873613075,0.2881049630668865,1,"(0, 20)",86674
"count_enc,median_imp,max_abs_scale,no_samp,no_sel",0.1894320406949993,0.3086341100347852,0.39160945657996277,0.17462608642240718,0.2880188864843596,0.5384517280959061,0.43995666976168357,0.2988375145333899,0.13410443324018567,1,"(0, 20)",86674
"count_enc,mean_imp,k_best_sel,under_samp,no_scale",0.4742564314131892,0.43924691304269214,0.7649382355223249,0.2780257620201505,0.28488443950067976,0.262083917867619,0.2736630680391666,0.2780257620201506,0.26452899962810694,1,"(0, 20)",86674
"ordinal_enc,mean_imp,under_samp,no_sel,no_scale",0.42504002088204745,0.36918642031610427,0.6230837268672172,0.24703481698762908,0.2427033337657284,0.2554521107001658,0.24913183279742768,0.2470348169876292,0.2978769275302887,1,"(0, 20)",86674
"count_enc,median_imp,no_sel,quant_scale,over_samp",0.421856663605286,0.3040892243963591,0.5569850581799325,0.21616100323624599,0.2216226939099385,0.20635113268608418,0.21406109163745612,0.21616100323624599,0.3235901683770254,1,"(0, 20)",86674
"onehot_enc,median_imp,max_abs_scale,no_samp,no_sel",0.184555676991858,0.1603902630059872,0.23996449616079757,0.15782684806977676,0.28181524547803616,0.43285295242953703,0.36620822347324167,0.25172178365813425,0.26535107752053605,1,"(0, 20)",86674
"count_enc,median_imp,no_sel,quant_scale,no_samp",0.2110747891063868,0.3201291794841631,0.4213205036486241,0.1753631645219741,0.3143404774350932,0.49815074607830634,0.4204712812960236,0.28556404617831177,0.14223803531738752,2,"(0, 20)",86674
"onehot_enc,median_imp,max_abs_scale,over_samp,k_best_sel",0.4735481522619569,0.35269717496438496,0.6669717180460735,0.22107605177993528,0.2432029795158287,0.1779935275080906,0.21194492922241615,0.22107605177993528,0.29345810773737896,2,"(0, 20)",86674
"onehot_enc,median_imp,max_abs_scale,k_best_sel,under_samp",0.4740063392746882,0.3182351055407997,0.6403617559466045,0.21036857543680654,0.23500583430571764,0.16388215788802452,0.20102370361343014,0.21036857543680654,0.2977137803799591,2,"(0, 20)",86674
"onehot_enc,median_imp,no_scale,no_samp,k_best_sel",0.19124903616355665,0.2361903968910553,0.3238510884862459,0.16734744018918335,0.285278276481149,0.4922841474301747,0.406308254418015,0.2782820413526278,0.1838393070889347,2,"(0, 20)",86674
"onehot_enc,median_imp,max_abs_scale,no_samp,no_sel",0.184555676991858,0.1603902630059872,0.23996449616079757,0.15782684806977676,0.28181524547803616,0.43285295242953703,0.36620822347324167,0.25172178365813425,0.26535107752053605,2,"(0, 20)",86674
"count_enc,median_imp,max_abs_scale,no_samp,no_sel",0.1894320406949993,0.3086341100347852,0.39160945657996277,0.17462608642240718,0.2880188864843596,0.5384517280959061,0.43995666976168357,0.2988375145333899,0.13410443324018567,2,"(0, 20)",86674
"onehot_enc,median_imp,no_scale,k_best_sel,under_samp",0.4585557338820744,0.31487308291376487,0.6139485052099467,0.20615992858053822,0.22591006423982873,0.1701313607958168,0.19899058287683868,0.2061599285805381,0.3035938484642034,2,"(0, 20)",86674
"onehot_enc,median_imp,max_abs_scale,no_samp,k_best_sel",0.1961385570836381,0.27538730037234715,0.3653948269159281,0.1704185989373791,0.2906466934599927,0.5047825532457595,0.41674802853924153,0.2845716973348539,0.15819201125616028,2,"(0, 20)",86674
"ordinal_enc,mean_imp,under_samp,no_sel,no_scale",0.42952878258066285,0.3698320376426349,0.6315393295244776,0.24658844535135827,0.24141072358146798,0.25659992347914806,0.24908212560386478,0.24658844535135827,0.28939025082333314,2,"(0, 20)",86674
"onehot_enc,mean_imp,no_sel,no_samp,norm_scale",0.0,1.0,1.0,0.2408402690335063,0.6666666666666667,0.9998724652467798,0.9997450280469148,0.4999766856978235,1.0,2,"(0, 20)",86674
"count_enc,median_imp,max_abs_scale,no_samp,no_sel",0.1894320406949993,0.3086341100347852,0.39160945657996277,0.17462608642240718,0.2880188864843596,0.5384517280959061,0.43995666976168357,0.2988375145333899,0.13410443324018567,3,"(0, 20)",86674
"onehot_enc,median_imp,max_abs_scale,no_samp,no_sel",0.184555676991858,0.1603902630059872,0.23996449616079757,0.15782684806977676,0.28181524547803616,0.43285295242953703,0.36620822347324167,0.25172178365813425,0.26535107752053605,3,"(0, 20)",86674
"onehot_enc,median_imp,no_scale,no_samp,no_sel",0.18081769802474296,0.11999251893628332,0.1992894961017248,0.15564632535855782,0.2799555626091097,0.4213748246397143,0.35836515344364295,0.2463670239703427,0.2862286884131976,3,"(0, 20)",86674
"onehot_enc,median_imp,max_abs_scale,k_best_sel,under_samp",0.46748452789949146,0.33055263366290244,0.6402196053151903,0.21081494707307746,0.23370522607163824,0.16783573523785233,0.2021276595744681,0.21081494707307757,0.3000827739292435,3,"(0, 20)",86674
"onehot_enc,median_imp,max_abs_scale,over_samp,k_best_sel",0.47518272039506665,0.35677373840667415,0.6694134690300695,0.21947815533980586,0.24216397099832687,0.17548543689320384,0.21022958442313278,0.21947815533980575,0.29231185334872706,3,"(0, 20)",86674
"onehot_enc,median_imp,no_scale,no_samp,k_best_sel",0.19124903616355665,0.2361903968910553,0.3238510884862459,0.16734744018918335,0.285278276481149,0.4922841474301747,0.406308254418015,0.2782820413526278,0.1838393070889347,3,"(0, 20)",86674
"count_enc,median_imp,no_sel,quant_scale,no_samp",0.2110747891063868,0.3201291794841631,0.4213205036486241,0.1753631645219741,0.3143404774350932,0.49815074607830634,0.4204712812960236,0.28556404617831177,0.14223803531738752,3,"(0, 20)",86674
"onehot_enc,median_imp,no_scale,k_best_sel,no_samp",0.19124903616355665,0.2361903968910553,0.3238510884862459,0.16734744018918335,0.285278276481149,0.4922841474301747,0.406308254418015,0.2782820413526278,0.1838393070889347,3,"(0, 20)",86674
"onehot_enc,median_imp,max_abs_scale,no_samp,k_best_sel",0.1961385570836381,0.27538730037234715,0.3653948269159281,0.1704185989373791,0.2906466934599927,0.5047825532457595,0.41674802853924153,0.2845716973348539,0.15819201125616028,3,"(0, 20)",86674
"onehot_enc,median_imp,no_scale,k_best_sel,under_samp",0.4738170521920737,0.3199314583821907,0.6391115962184759,0.20979466904731536,0.23407736356199604,0.164137227394465,0.2006342236858154,0.20979466904731536,0.2975497617352415,3,"(0, 20)",86674
"onehot_enc,median_imp,max_abs_scale,no_samp,no_sel",0.184555676991858,0.1603902630059872,0.23996449616079757,0.15782684806977676,0.28181524547803616,0.43285295242953703,0.36620822347324167,0.25172178365813425,0.26535107752053605,4,"(0, 20)",86674
"onehot_enc,median_imp,no_scale,no_samp,no_sel",0.18081769802474296,0.11999251893628332,0.1992894961017248,0.15564632535855782,0.2799555626091097,0.4213748246397143,0.35836515344364295,0.2463670239703427,0.2862286884131976,4,"(0, 20)",86674
