pipe,dp,eo,eqOdds,accu,precision,recall,f1,roc_auc,dpr,gen,dp_acc_ratio,seed
"ordinal_enc,median_imp,under_samp,k_best_sel,norm_scale",0.6992763334226749,0.1716155007549069,0.7237943998374756,0.34816660733357063,0.3843860124695039,0.1915272338910644,0.3010156971375808,0.34816660733357063,-1.0,0,"(0, 10)",29872
"woe_enc,most_freq_imp,k_best_sel,under_samp,max_abs_scale",0.10781986513760156,0.0,0.021300497677682717,0.027411890352438628,0.05197435032062103,0.0,0.026680526680526784,0.027411890352438517,1.2364078011840607,0,"(0, 10)",29872
"onehot_enc,median_imp,no_samp,norm_scale,k_best_sel",0.43130990415335463,0.35430296930045296,0.5810080605588583,0.2838626053143227,0.2785923753665689,0.3869704521181915,0.3371824480369515,0.29235528255627097,-1.0,0,"(0, 10)",29872
"target_enc,mean_imp,no_sel,quant_scale,over_samp",0.09675341189940073,0.0,0.021366367683748506,0.026910496580434096,0.05107223476297973,0.0,0.026205298972057367,0.026910496580434207,1.2089326036204984,0,"(0, 10)",29872
"loo_enc,median_imp,no_sel,max_abs_scale,over_samp",0.10379829614912617,0.0,0.021366367683748506,0.026910496580434096,0.05107223476297973,0.0,0.026205298972057367,0.026910496580434207,1.2265779939039636,0,"(0, 10)",29872
"count_enc,median_imp,max_abs_scale,k_best_sel,under_samp",0.10365014003746154,0.0,0.020615464017289774,0.028835884656461364,0.05452709525412314,0.0,0.02802768166089964,0.028835884656461364,1.2252901319664824,0,"(0, 10)",29872
"target_enc,mean_imp,no_samp,min_max_scale,k_best_sel",0.10443272475148435,0.0,0.021366367683748506,0.029325988334413466,0.060535117056856214,0.0,0.031212277978961867,0.026910496580434207,1.2512837759180453,0,"(0, 10)",29872
"woe_enc,mean_imp,under_samp,norm_scale,no_sel",0.6998654104979811,0.1665827881227982,0.7128790844190944,0.3460306158775365,0.382504754142896,0.1908152367390531,0.299537750385208,0.3460306158775366,-1.0,0,"(0, 10)",29872
"target_enc,most_freq_imp,no_samp,min_max_scale,k_best_sel",0.10443272475148435,0.0,0.021366367683748506,0.029325988334413466,0.060535117056856214,0.0,0.031212277978961867,0.026910496580434207,1.2512837759180453,0,"(0, 10)",29872
"woe_enc,median_imp,min_max_scale,k_best_sel,no_samp",0.10443272475148435,0.0,0.021366367683748506,0.029325988334413466,0.060535117056856214,0.0,0.031212277978961867,0.026910496580434207,1.2512837759180453,0,"(0, 10)",29872
"count_enc,mean_imp,max_abs_scale,k_best_sel,under_samp",0.10139539458945573,0.0,0.020185801433072782,0.02652189391242432,0.05037187288708589,0.0,0.025836656840645067,0.02652189391242432,1.220842686019115,1,"(0, 10)",29872
"target_enc,median_imp,no_sel,quant_scale,over_samp",0.10481063996876538,0.0,0.021366367683748506,0.026910496580434096,0.05107223476297973,0.0,0.026205298972057367,0.026910496580434207,1.2291468142174262,1,"(0, 10)",29872
"woe_enc,most_freq_imp,k_best_sel,under_samp,norm_scale",0.6955472103004292,0.16909914443885254,0.7101674959609663,0.3433606265574938,0.3797814207650273,0.19188323246707017,0.29819137424640585,0.3433606265574939,-1.0,1,"(0, 10)",29872
"ordinal_enc,median_imp,under_samp,k_best_sel,max_abs_scale",0.10780939176178689,0.0,0.0222037093028492,0.02634389462442155,0.05005072708826508,0.0,0.025667707249392935,0.026343894624421438,1.2369560589764275,1,"(0, 10)",29872
"woe_enc,most_freq_imp,no_sel,under_samp,max_abs_scale",0.0987456962955715,0.0,0.016638078902229847,0.02687789248843009,0.051013513513513464,0.0,0.026174380308545686,0.026877892488429977,1.2141006917376331,1,"(0, 10)",29872
"loo_enc,median_imp,k_best_sel,max_abs_scale,over_samp",0.09808976135936426,0.0,0.021366367683748506,0.026910496580434096,0.05107223476297973,0.0,0.026205298972057367,0.026910496580434207,1.2122491521838517,1,"(0, 10)",29872
"woe_enc,most_freq_imp,k_best_sel,under_samp,max_abs_scale",0.11223390049348347,0.0,0.023837838588663188,0.026165895336418665,0.049729364005412724,0.0,0.025498699045967133,0.026165895336418665,1.2482671101298493,1,"(0, 10)",29872
"loo_enc,median_imp,no_sel,max_abs_scale,over_samp",0.10177809860440423,0.0,0.021366367683748506,0.026910496580434096,0.05107223476297973,0.0,0.026205298972057367,0.026910496580434207,1.2214769341879572,1,"(0, 10)",29872
