pipe,dp,eo,eqOdds,accu,precision,recall,f1,roc_auc,dpr,gen,dp_acc_reps,seed
"count_enc,most_freq_imp,quant_scale,under_samp,no_sel",0.19968253561873556,0.12855224882524058,0.3350943497907048,0.3516666666666667,0.3460207612456747,0.37,0.3582342954159592,0.3516666666666667,0.6337661118024088,0,"(0, 20)",18727
"woe_enc,median_imp,under_samp,quant_scale,no_sel",0.11381087088300668,0.09600129512708436,0.15460161214519283,0.2716666666666666,0.26936026936026936,0.2766666666666666,0.273031825795645,0.2716666666666666,0.7861414333175131,0,"(0, 20)",18727
"woe_enc,median_imp,over_samp,norm_scale,no_sel",0.33109619686800895,0.5920398009950248,0.8603324839218541,0.45571428571428574,0.43487394957983194,0.6157142857142857,0.5425170068027211,0.4557142857142856,-1.0,0,"(0, 20)",18727
"woe_enc,median_imp,quant_scale,under_samp,no_sel",0.10446343779677109,0.022169093675287993,0.12006044292357079,0.2566666666666667,0.2645161290322581,0.24,0.2524590163934427,0.2566666666666666,0.8102794066919629,0,"(0, 20)",18727
"loo_enc,median_imp,under_samp,k_best_sel,quant_scale",0.16706259037388965,0.1327109227332608,0.2306022719815436,0.265,0.26885245901639343,0.2566666666666667,0.26280991735537196,0.2650000000000001,0.7020355530993829,0,"(0, 20)",18727
"onehot_enc,mean_imp,min_max_scale,no_samp,no_sel",0.11014492753623195,0.0659827116920408,0.18712205556062234,0.24,0.20360824742268047,0.1171428571428571,0.16260162601626016,0.3219047619047618,0.8640429338103756,0,"(0, 20)",18727
"onehot_enc,mean_imp,no_scale,no_sel,over_samp",0.126449598572703,0.07875452397331978,0.17141810626016712,0.2671428571428571,0.25744047619047616,0.28714285714285714,0.2725947521865889,0.2671428571428571,0.7573812580231065,0,"(0, 20)",18727
"target_enc,most_freq_imp,no_scale,over_samp,k_best_sel",0.17288775160162806,0.1333413094846409,0.27139016281047906,0.2907142857142857,0.2763358778625954,0.32285714285714284,0.30036900369003694,0.2907142857142858,0.6703233562576242,0,"(0, 20)",18727
"count_enc,mean_imp,under_samp,no_sel,max_abs_scale",0.14500000000000002,0.1299752878700247,0.2500579047104109,0.3466666666666667,0.34246575342465757,0.36,0.3513513513513514,0.34666666666666657,0.7289719626168224,0,"(0, 20)",18727
"count_enc,mean_imp,min_max_scale,k_best_sel,under_samp",0.18523944231157813,0.22146673142302092,0.32324875745693227,0.33166666666666667,0.32155477031802115,0.36,0.3413379073756432,0.33166666666666667,0.651922164214523,0,"(0, 20)",18727
"woe_enc,median_imp,under_samp,quant_scale,k_best_sel",0.10462143064075274,0.06539451114922812,0.13970163445005906,0.28,0.2785234899328859,0.2833333333333333,0.28093645484949825,0.2799999999999999,0.802979268466246,1,"(0, 20)",18727
"loo_enc,median_imp,under_samp,no_sel,quant_scale",0.087118762127469,0.11921458625525946,0.1280046338079757,0.2866666666666666,0.2880794701986755,0.2833333333333333,0.2857142857142857,0.2866666666666666,0.8364468522323931,1,"(0, 20)",18727
"onehot_enc,mean_imp,min_max_scale,under_samp,no_sel",0.06968008358624805,0.037556490571918344,0.0908731724490498,0.29833333333333334,0.2990033222591362,0.29666666666666663,0.29783693843594006,0.29833333333333334,0.86730778340992,1,"(0, 20)",18727
"woe_enc,median_imp,no_samp,quant_scale,no_sel",0.12351566152407667,0.0889241168904974,0.2074216431885904,0.244,0.2084398976982097,0.11571428571428577,0.16464237516869096,0.32952380952380955,0.8494243702268324,1,"(0, 20)",18727
"woe_enc,median_imp,quant_scale,under_samp,no_sel",0.07144979203802737,0.0564826700898588,0.09284368646912772,0.255,0.24914675767918093,0.2666666666666667,0.258010118043845,0.255,0.8606201101130107,1,"(0, 20)",18727
"woe_enc,median_imp,under_samp,quant_scale,no_sel",0.11329715061058337,0.12311624687150541,0.16860354213064366,0.29166666666666663,0.2852233676975945,0.30666666666666664,0.296108291032149,0.2916666666666665,0.7831168831168832,1,"(0, 20)",18727
"count_enc,mean_imp,min_max_scale,k_best_sel,under_samp",0.14232358451936317,0.18653170832472632,0.25031959439033946,0.32333333333333336,0.3172413793103448,0.33999999999999997,0.3288135593220338,0.32333333333333336,0.7322158149090655,1,"(0, 20)",18727
"onehot_enc,mean_imp,min_max_scale,no_samp,no_sel",0.11014492753623195,0.0659827116920408,0.18712205556062234,0.24,0.20360824742268047,0.1171428571428571,0.16260162601626016,0.3219047619047618,0.8640429338103756,1,"(0, 20)",18727
"loo_enc,median_imp,under_samp,k_best_sel,quant_scale",0.11500000000000005,0.03974972396025028,0.1651640089883496,0.2716666666666666,0.2677966101694915,0.28,0.2739495798319328,0.2716666666666666,0.7830188679245282,1,"(0, 20)",18727
"count_enc,most_freq_imp,quant_scale,under_samp,no_sel",0.14326861930946766,0.18394648829431443,0.2581575455016731,0.3666666666666667,0.3620689655172413,0.3833333333333333,0.3728813559322034,0.3666666666666667,0.7303576457335962,1,"(0, 20)",18727
"onehot_enc,mean_imp,quant_scale,under_samp,no_sel",0.1749259778712794,0.12055209364626407,0.24856016319811575,0.29166666666666663,0.288135593220339,0.30000000000000004,0.2941176470588236,0.29166666666666674,0.6795603768198687,2,"(0, 20)",18727
"loo_enc,median_imp,under_samp,k_best_sel,min_max_scale",0.14295871210197547,0.09493844049247602,0.20594281149972898,0.28,0.27241379310344827,0.29666666666666663,0.28474576271186447,0.28,0.7300407576120835,2,"(0, 20)",18727
"count_enc,median_imp,quant_scale,under_samp,no_sel",0.17703519374333454,0.18030095759233922,0.30043160747946157,0.33666666666666667,0.322463768115942,0.3766666666666667,0.3506944444444444,0.33666666666666667,0.6577319587628866,2,"(0, 20)",18727
"woe_enc,mean_imp,min_max_scale,k_best_sel,under_samp",0.1598877980364657,0.06411973676547666,0.20394393581442233,0.2766666666666666,0.2705479452054794,0.29000000000000004,0.2804054054054055,0.2766666666666666,0.7018308631211856,2,"(0, 20)",18727
"woe_enc,median_imp,no_samp,quant_scale,no_sel",0.12351566152407667,0.0889241168904974,0.2074216431885904,0.244,0.2084398976982097,0.11571428571428577,0.16464237516869096,0.32952380952380955,0.8494243702268324,2,"(0, 20)",18727
"woe_enc,median_imp,under_samp,quant_scale,no_sel",0.17067307692307687,0.0888888888888889,0.21953877601122906,0.2733333333333333,0.2702702702702703,0.28,0.27516778523489926,0.2733333333333333,0.6872246696035242,2,"(0, 20)",18727
