pipe,dp,eo,eqOdds,accu,precision,recall,f1,roc_auc,dpr,gen,opt_metric,seed
"loo_enc,mean_imp,k_best_sel,under_samp,max_abs_scale",0.09901336224846224,0.0,0.01720983419096627,0.02705589177643286,0.051334008780817286,0.0,0.026343154246100564,0.027055891776432972,1.2146810457967812,0,"(1, 0, 0, 0)",58879
"target_enc,most_freq_imp,no_scale,k_best_sel,under_samp",0.1004999104937625,0.0,0.023088728809437596,0.026165895336418665,0.049729364005412724,0.0,0.025498699045967133,0.026165895336418665,1.2188379721540512,0,"(1, 0, 0, 0)",58879
"count_enc,most_freq_imp,no_sel,quant_scale,no_samp",0.10443272475148435,0.0,0.021366367683748506,0.029325988334413466,0.060535117056856214,0.0,0.031212277978961867,0.026910496580434207,1.2512837759180453,0,"(1, 0, 0, 0)",58879
"target_enc,most_freq_imp,k_best_sel,min_max_scale,over_samp",0.11125751335707929,0.0,0.021366367683748506,0.026910496580434096,0.05107223476297973,0.0,0.026205298972057367,0.026910496580434207,1.2457073500491642,0,"(1, 0, 0, 0)",58879
"target_enc,median_imp,over_samp,no_sel,quant_scale",0.10785675186824689,0.0,0.021366367683748506,0.026910496580434096,0.05107223476297973,0.0,0.026205298972057367,0.026910496580434207,1.236927782098116,0,"(1, 0, 0, 0)",58879
"loo_enc,mean_imp,under_samp,no_scale,k_best_sel",0.10032899038729437,0.0,0.018099362156486713,0.02634389462442155,0.05005072708826508,0.0,0.025667707249392935,0.026343894624421438,1.2182676880942986,0,"(1, 0, 0, 0)",58879
"loo_enc,most_freq_imp,no_sel,min_max_scale,under_samp",0.1110521560769982,0.0,0.02338948606877373,0.025631897472410126,0.048763968845242145,0.0,0.024991322457480036,0.025631897472410126,1.2455515191215296,0,"(1, 0, 0, 0)",58879
"onehot_enc,most_freq_imp,norm_scale,k_best_sel,under_samp",0.7239429033126852,0.17060895822848515,0.7731582050419266,0.3777144891420434,0.4120808804709496,0.18227127091491635,0.3159618820726623,0.3777144891420434,-1.0,0,"(1, 0, 0, 0)",58879
"target_enc,most_freq_imp,norm_scale,no_sel,no_samp",0.4861145244531826,0.3049823855057876,0.5917259013559317,0.29390797148412184,0.3137401722201423,0.3474546101815593,0.33102189781021896,0.29831844395488916,-1.0,0,"(1, 0, 0, 0)",58879
"woe_enc,mean_imp,under_samp,min_max_scale,k_best_sel",0.1007746241485693,0.0,0.024428388463471437,0.028479886080455707,0.05389019872010781,0.0,0.027691242644513614,0.028479886080455707,1.2184225976060792,0,"(1, 0, 0, 0)",58879
"loo_enc,mean_imp,under_samp,no_scale,k_best_sel",0.11224929492784452,0.0,0.024079315573021676,0.026699893200427205,0.0506928016221696,0.0,0.026005547850207922,0.026699893200427205,1.2480137777977491,1,"(1, 0, 0, 0)",58879
