pipe,dp,eo,eqOdds,accu,precision,recall,f1,roc_auc,dpr,gen,reps,seed
"loo_enc,mean_imp,max_abs_scale,under_samp,k_best_sel",0.10144598455382858,0.0,0.026439503289598175,0.02865788536845848,0.05420875420875426,0.0,0.02785949126146403,0.02865788536845859,1.220014643957205,0,accu_dp,42505
"target_enc,median_imp,min_max_scale,over_samp,k_best_sel",0.10177809860440423,0.0,0.021366367683748506,0.026910496580434096,0.05107223476297973,0.0,0.026205298972057367,0.026910496580434207,1.2214769341879572,0,accu_dp,42505
"ordinal_enc,median_imp,quant_scale,no_sel,over_samp",0.10278745179669879,0.0,0.021366367683748506,0.026910496580434096,0.05107223476297973,0.0,0.026205298972057367,0.026910496580434207,1.2240214040597917,0,accu_dp,42505
"loo_enc,most_freq_imp,under_samp,min_max_scale,no_sel",0.11056959132602956,0.0,0.024298223175037763,0.02687789248843009,0.051013513513513464,0.0,0.026174380308545686,0.026877892488429977,1.2436626179221764,0,accu_dp,42505
"loo_enc,median_imp,under_samp,min_max_scale,no_sel",0.10139539458945573,0.0,0.020185801433072782,0.02652189391242432,0.05037187288708589,0.0,0.025836656840645067,0.02652189391242432,1.220842686019115,0,accu_dp,42505
"ordinal_enc,most_freq_imp,no_sel,no_samp,min_max_scale",0.10443272475148435,0.0,0.021366367683748506,0.029325988334413466,0.060535117056856214,0.0,0.031212277978961867,0.026910496580434207,1.2512837759180453,0,accu_dp,42505
"loo_enc,mean_imp,k_best_sel,quant_scale,under_samp",0.1073166488565872,0.0,0.02308360827231029,0.0275898896404414,0.0522941970310391,0.0,0.02684912523817773,0.02758988964044151,1.2350804652204919,0,accu_dp,42505
"woe_enc,mean_imp,no_scale,over_samp,no_sel",0.10582449160035368,0.0,0.021366367683748506,0.026910496580434096,0.05107223476297973,0.0,0.026205298972057367,0.026910496580434207,1.2317279767666989,0,accu_dp,42505
"target_enc,most_freq_imp,over_samp,quant_scale,k_best_sel",0.10379829614912617,0.0,0.021366367683748506,0.026910496580434096,0.05107223476297973,0.0,0.026205298972057367,0.026910496580434207,1.2265779939039636,0,accu_dp,42505
"onehot_enc,most_freq_imp,max_abs_scale,no_samp,no_sel",0.10443272475148435,0.0,0.021366367683748506,0.029325988334413466,0.060535117056856214,0.0,0.031212277978961867,0.026910496580434207,1.2512837759180453,0,accu_dp,42505
"loo_enc,most_freq_imp,min_max_scale,under_samp,no_sel",0.09758674495340652,0.0,0.020706212946335303,0.027411890352438628,0.05197435032062103,0.0,0.026680526680526784,0.027411890352438517,1.211062324824169,1,accu_dp,42505
"target_enc,median_imp,over_samp,min_max_scale,k_best_sel",0.10481063996876538,0.0,0.021366367683748506,0.026910496580434096,0.05107223476297973,0.0,0.026205298972057367,0.026910496580434207,1.2291468142174262,1,accu_dp,42505
"target_enc,median_imp,min_max_scale,over_samp,k_best_sel",0.1075176177979093,0.0,0.021366367683748506,0.026910496580434096,0.05107223476297973,0.0,0.026205298972057367,0.026910496580434207,1.2360576491924915,1,accu_dp,42505
"loo_enc,mean_imp,quant_scale,k_best_sel,under_samp",0.10749246197510431,0.0,0.027093130115599794,0.028479886080455707,0.05389019872010781,0.0,0.027691242644513614,0.028479886080455707,1.2351164601813842,1,accu_dp,42505
"ordinal_enc,median_imp,no_sel,quant_scale,over_samp",0.1075176177979093,0.0,0.021366367683748506,0.026910496580434096,0.05107223476297973,0.0,0.026205298972057367,0.026910496580434207,1.2360576491924915,1,accu_dp,42505
"loo_enc,mean_imp,max_abs_scale,under_samp,k_best_sel",0.10841472708687622,0.0,0.018540028878549657,0.02598789604841578,0.049407783417935724,0.0,0.025329632199861174,0.02598789604841578,1.2386125517639561,1,accu_dp,42505
"loo_enc,median_imp,min_max_scale,no_sel,under_samp",0.10515405498513886,0.0,0.017108725160344042,0.026165895336418665,0.049729364005412724,0.0,0.025498699045967133,0.026165895336418665,1.2303201273549926,1,accu_dp,42505
"loo_enc,most_freq_imp,over_samp,min_max_scale,no_sel",0.10481063996876538,0.0,0.021366367683748506,0.026910496580434096,0.05107223476297973,0.0,0.026205298972057367,0.026910496580434207,1.2291468142174262,1,accu_dp,42505
"loo_enc,median_imp,under_samp,min_max_scale,no_sel",0.10050176185587373,0.0,0.023281112366047546,0.026699893200427205,0.0506928016221696,0.0,0.026005547850207922,0.026699893200427205,1.2185884206297508,1,accu_dp,42505
"loo_enc,most_freq_imp,under_samp,min_max_scale,no_sel",0.10583977807857031,0.0,0.02048148804061415,0.02634389462442155,0.05005072708826508,0.0,0.025667707249392935,0.026343894624421438,1.2319910048982303,1,accu_dp,42505
"loo_enc,median_imp,min_max_scale,no_sel,under_samp",0.10694534144600426,0.0,0.02232628379349475,0.02919188323246702,0.05516313488059199,0.0,0.028363887928052667,0.02919188323246713,1.2333129403040415,2,accu_dp,42505
"loo_enc,mean_imp,max_abs_scale,under_samp,k_best_sel",0.10310571150509307,0.0,0.01925206713761922,0.027945888216447168,0.052933243425488885,0.0,0.02718614718614709,0.027945888216447057,1.2243646725617157,2,accu_dp,42505
"target_enc,mean_imp,max_abs_scale,under_samp,k_best_sel",0.10639880361637238,0.0,0.023215635982436693,0.027233891064435745,0.05165428764348412,0.0,0.026511869693294,0.027233891064435745,1.23297032838082,2,accu_dp,42505
"loo_enc,median_imp,over_samp,min_max_scale,k_best_sel",0.1075176177979093,0.0,0.021366367683748506,0.026910496580434096,0.05107223476297973,0.0,0.026205298972057367,0.026910496580434207,1.2360576491924915,2,accu_dp,42505
"target_enc,most_freq_imp,over_samp,min_max_scale,no_sel",0.1031242338202612,0.0,0.021366367683748506,0.026910496580434096,0.05107223476297973,0.0,0.026205298972057367,0.026910496580434207,1.2248722485802046,2,accu_dp,42505
"loo_enc,most_freq_imp,under_samp,min_max_scale,no_sel",0.09784180247573254,0.0,0.019150188094759088,0.025453898184407242,0.04844173441734423,0.0,0.024822079500086858,0.025453898184407242,1.2125763379397434,2,accu_dp,42505
