pipe,dp,eo,eqOdds,accu,precision,recall,f1,roc_auc,dpr,gen,dp_acc_ratio,seed
"woe_enc,mean_imp,norm_scale,k_best_sel,under_samp",0.3484848484848485,0.39325842696629215,0.5308731058653747,0.31666666666666665,0.25225225225225223,0.44666666666666666,0.3639846743295019,0.31666666666666665,-1.0,0,"(0, 10)",852
"woe_enc,most_freq_imp,no_sel,min_max_scale,under_samp",0.0986562942008487,0.07042253521126757,0.12508414239701132,0.2783333333333333,0.27609427609427606,0.2833333333333333,0.27973199329983245,0.2783333333333333,0.8128772635814888,0,"(0, 10)",852
"woe_enc,most_freq_imp,max_abs_scale,no_samp,k_best_sel",0.10705937353903683,0.052094238227699194,0.1954728827351203,0.24,0.2088607594936709,0.1071428571428571,0.1610738255033557,0.3285714285714286,0.8699454793275785,0,"(0, 10)",852
"count_enc,mean_imp,under_samp,no_sel,no_scale",0.04582777567028479,0.04999999999999999,0.0718070032182141,0.345,0.3475409836065574,0.33666666666666667,0.3421487603305785,0.345,0.9125919010386275,0,"(0, 10)",852
"target_enc,mean_imp,norm_scale,over_samp,k_best_sel",0.3297180043383948,0.5970149253731343,0.8700918484500573,0.45499999999999996,0.432258064516129,0.6228571428571428,0.5467811158798283,0.45499999999999996,-1.0,0,"(0, 10)",852
"count_enc,median_imp,no_samp,min_max_scale,k_best_sel",0.07985039738195421,0.036271548071266924,0.1741263922040302,0.29200000000000004,0.26497695852534564,0.08857142857142852,0.18622448979591844,0.4276190476190477,0.9105571847507331,0,"(0, 10)",852
"target_enc,median_imp,no_sel,min_max_scale,no_samp",0.11061243571762502,0.05306134657374449,0.20561430300777112,0.242,0.20865139949109412,0.11142857142857143,0.16285329744279942,0.32904761904761903,0.8651544511569589,0,"(0, 10)",852
"target_enc,median_imp,k_best_sel,norm_scale,no_samp",1.0,0.0,1.0,0.30000000000000004,0.30000000000000004,0.0,0.17647058823529416,0.5,-1.0,0,"(0, 10)",852
"onehot_enc,most_freq_imp,no_samp,no_sel,norm_scale",1.0,0.0,1.0,0.30000000000000004,0.30000000000000004,0.0,0.17647058823529416,0.5,-1.0,0,"(0, 10)",852
"woe_enc,most_freq_imp,no_samp,max_abs_scale,no_sel",0.09691444600280497,0.03606217409944268,0.18467642070110457,0.249,0.21200510855683274,0.11857142857142855,0.16790289952798387,0.335952380952381,0.8808004140072452,0,"(0, 10)",852
"woe_enc,most_freq_imp,no_sel,min_max_scale,under_samp",0.08827076737524503,0.03498588849246498,0.10540233500766744,0.2683333333333333,0.2578397212543554,0.29000000000000004,0.27427597955706984,0.2683333333333333,0.8260546642899583,1,"(0, 10)",852
"onehot_enc,most_freq_imp,no_samp,no_sel,norm_scale",1.0,0.0,1.0,0.30000000000000004,0.30000000000000004,0.0,0.17647058823529416,0.5,-1.0,1,"(0, 10)",852
"woe_enc,most_freq_imp,no_samp,max_abs_scale,k_best_sel",0.10705937353903683,0.052094238227699194,0.1954728827351203,0.24,0.2088607594936709,0.1071428571428571,0.1610738255033557,0.3285714285714286,0.8699454793275785,1,"(0, 10)",852
"woe_enc,most_freq_imp,max_abs_scale,no_samp,no_sel",0.09691444600280497,0.03606217409944268,0.18467642070110457,0.249,0.21200510855683274,0.11857142857142855,0.16790289952798387,0.335952380952381,0.8808004140072452,1,"(0, 10)",852
"woe_enc,most_freq_imp,max_abs_scale,no_samp,k_best_sel",0.10705937353903683,0.052094238227699194,0.1954728827351203,0.24,0.2088607594936709,0.1071428571428571,0.1610738255033557,0.3285714285714286,0.8699454793275785,1,"(0, 10)",852
"woe_enc,most_freq_imp,no_samp,max_abs_scale,no_sel",0.09691444600280497,0.03606217409944268,0.18467642070110457,0.249,0.21200510855683274,0.11857142857142855,0.16790289952798387,0.335952380952381,0.8808004140072452,1,"(0, 10)",852
"target_enc,median_imp,no_sel,min_max_scale,no_samp",0.11061243571762502,0.05306134657374449,0.20561430300777112,0.242,0.20865139949109412,0.11142857142857143,0.16285329744279942,0.32904761904761903,0.8651544511569589,1,"(0, 10)",852
"target_enc,median_imp,k_best_sel,norm_scale,no_samp",1.0,0.0,1.0,0.30000000000000004,0.30000000000000004,0.0,0.17647058823529416,0.5,-1.0,1,"(0, 10)",852
"count_enc,median_imp,no_samp,min_max_scale,k_best_sel",0.07985039738195421,0.036271548071266924,0.1741263922040302,0.29200000000000004,0.26497695852534564,0.08857142857142852,0.18622448979591844,0.4276190476190477,0.9105571847507331,1,"(0, 10)",852
"woe_enc,most_freq_imp,under_samp,max_abs_scale,no_sel",0.10979635366411056,0.05964432284541721,0.1365932637167367,0.2733333333333333,0.26712328767123283,0.2866666666666666,0.277027027027027,0.2733333333333333,0.7897296245866562,1,"(0, 10)",852
"count_enc,median_imp,no_samp,min_max_scale,k_best_sel",0.07985039738195421,0.036271548071266924,0.1741263922040302,0.29200000000000004,0.26497695852534564,0.08857142857142852,0.18622448979591844,0.4276190476190477,0.9105571847507331,2,"(0, 10)",852
"woe_enc,most_freq_imp,no_samp,max_abs_scale,k_best_sel",0.10705937353903683,0.052094238227699194,0.1954728827351203,0.24,0.2088607594936709,0.1071428571428571,0.1610738255033557,0.3285714285714286,0.8699454793275785,2,"(0, 10)",852
"woe_enc,most_freq_imp,max_abs_scale,no_samp,no_sel",0.09691444600280497,0.03606217409944268,0.18467642070110457,0.249,0.21200510855683274,0.11857142857142855,0.16790289952798387,0.335952380952381,0.8808004140072452,2,"(0, 10)",852
"woe_enc,most_freq_imp,max_abs_scale,no_samp,k_best_sel",0.10705937353903683,0.052094238227699194,0.1954728827351203,0.24,0.2088607594936709,0.1071428571428571,0.1610738255033557,0.3285714285714286,0.8699454793275785,2,"(0, 10)",852
"woe_enc,most_freq_imp,no_sel,min_max_scale,under_samp",0.043689320388349495,0.013254786450662748,0.046973985259443185,0.275,0.2680412371134021,0.29000000000000004,0.2791878172588833,0.27500000000000013,0.912621359223301,2,"(0, 10)",852
"target_enc,median_imp,no_sel,min_max_scale,no_samp",0.11061243571762502,0.05306134657374449,0.20561430300777112,0.242,0.20865139949109412,0.11142857142857143,0.16285329744279942,0.32904761904761903,0.8651544511569589,2,"(0, 10)",852
"onehot_enc,most_freq_imp,no_samp,no_sel,norm_scale",1.0,0.0,1.0,0.30000000000000004,0.30000000000000004,0.0,0.17647058823529416,0.5,-1.0,2,"(0, 10)",852
"woe_enc,most_freq_imp,no_samp,max_abs_scale,no_sel",0.09691444600280497,0.03606217409944268,0.18467642070110457,0.249,0.21200510855683274,0.11857142857142855,0.16790289952798387,0.335952380952381,0.8808004140072452,2,"(0, 10)",852
"woe_enc,most_freq_imp,under_samp,max_abs_scale,no_sel",0.08431686211283396,0.010506003430531763,0.0952843309198444,0.28,0.2814569536423841,0.2766666666666666,0.2790697674418604,0.28,0.8412163764884482,2,"(0, 10)",852
"woe_enc,most_freq_imp,no_sel,min_max_scale,no_samp",0.10883590462833104,0.05603246293582188,0.20070799970511916,0.248,0.21319796954314718,0.11428571428571432,0.16666666666666663,0.3371428571428572,0.8675541901348353,2,"(0, 10)",852
"woe_enc,most_freq_imp,no_sel,min_max_scale,no_samp",0.10883590462833104,0.05603246293582188,0.20070799970511916,0.248,0.21319796954314718,0.11428571428571432,0.16666666666666663,0.3371428571428572,0.8675541901348353,3,"(0, 10)",852
"target_enc,median_imp,no_sel,min_max_scale,no_samp",0.11061243571762502,0.05306134657374449,0.20561430300777112,0.242,0.20865139949109412,0.11142857142857143,0.16285329744279942,0.32904761904761903,0.8651544511569589,3,"(0, 10)",852
"woe_enc,most_freq_imp,no_sel,max_abs_scale,no_samp",0.09691444600280497,0.03606217409944268,0.18467642070110457,0.249,0.21200510855683274,0.11857142857142855,0.16790289952798387,0.335952380952381,0.8808004140072452,3,"(0, 10)",852
"target_enc,median_imp,no_samp,min_max_scale,no_sel",0.11061243571762502,0.05306134657374449,0.20561430300777112,0.242,0.20865139949109412,0.11142857142857143,0.16285329744279942,0.32904761904761903,0.8651544511569589,3,"(0, 10)",852
"woe_enc,most_freq_imp,min_max_scale,no_samp,k_best_sel",0.1172043010752688,0.060110270291827445,0.21919572108197102,0.239,0.21079046424090342,0.10142857142857142,0.15965263861055456,0.33071428571428574,0.8593548387096774,3,"(0, 10)",852
"woe_enc,most_freq_imp,max_abs_scale,no_samp,k_best_sel",0.10705937353903683,0.052094238227699194,0.1954728827351203,0.24,0.2088607594936709,0.1071428571428571,0.1610738255033557,0.3285714285714286,0.8699454793275785,3,"(0, 10)",852
"woe_enc,most_freq_imp,no_samp,max_abs_scale,k_best_sel",0.10705937353903683,0.052094238227699194,0.1954728827351203,0.24,0.2088607594936709,0.1071428571428571,0.1610738255033557,0.3285714285714286,0.8699454793275785,3,"(0, 10)",852
"woe_enc,most_freq_imp,no_samp,max_abs_scale,no_sel",0.09691444600280497,0.03606217409944268,0.18467642070110457,0.249,0.21200510855683274,0.11857142857142855,0.16790289952798387,0.335952380952381,0.8808004140072452,3,"(0, 10)",852
