pipe,dp,eo,eqOdds,accu,precision,recall,f1,roc_auc,dpr,gen,reps,seed
"loo_enc,median_imp,norm_scale,k_best_sel,over_samp",0.31096196868008946,0.5920398009950248,0.8237471180681956,0.44571428571428573,0.4184549356223176,0.6128571428571429,0.5351629502572899,0.44571428571428584,-1.0,0,accu_dp,28222
"loo_enc,median_imp,no_samp,no_scale,no_sel",0.07311827956989247,0.03523464840128017,0.14042702075345842,0.276,0.2488151658767772,0.0942857142857143,0.1787564766839378,0.39714285714285713,0.9156327543424317,0,accu_dp,28222
"loo_enc,median_imp,no_sel,no_samp,min_max_scale",0.11061243571762502,0.05306134657374449,0.20561430300777112,0.242,0.20865139949109412,0.11142857142857143,0.16285329744279942,0.32904761904761903,0.8651544511569589,0,accu_dp,28222
"count_enc,median_imp,no_samp,k_best_sel,no_scale",0.05970079476390833,0.035304439725221584,0.10898713341848255,0.28500000000000003,0.26066897347174167,0.0842857142857143,0.18187619655392484,0.41880952380952374,0.9325801172060609,0,accu_dp,28222
"woe_enc,most_freq_imp,no_samp,norm_scale,k_best_sel",1.0,0.0,1.0,0.30000000000000004,0.30000000000000004,0.0,0.17647058823529416,0.5,-1.0,0,accu_dp,28222
"woe_enc,mean_imp,no_sel,over_samp,norm_scale",0.32134831460674157,0.6019900497512438,0.8601867710627192,0.46285714285714286,0.4444444444444444,0.6285714285714286,0.5547945205479452,0.46285714285714286,-1.0,0,accu_dp,28222
"woe_enc,median_imp,under_samp,no_sel,quant_scale",0.15926247232328983,0.11573111573111572,0.21362246497939852,0.2733333333333333,0.2733333333333333,0.2733333333333333,0.27333333333333343,0.2733333333333333,0.7102405239228251,0,accu_dp,28222
"count_enc,most_freq_imp,over_samp,norm_scale,no_sel",0.47085201793721976,0.43283582089552236,0.8246725555893999,0.375,0.3634945397815913,0.41714285714285715,0.39149888143176736,0.375,-1.0,0,accu_dp,28222
"woe_enc,most_freq_imp,no_sel,norm_scale,over_samp",0.3422818791946309,0.5671641791044776,0.8354568620313069,0.4471428571428572,0.42629482071713143,0.5885714285714285,0.5207986688851913,0.44714285714285706,-1.0,0,accu_dp,28222
"loo_enc,most_freq_imp,max_abs_scale,under_samp,no_sel",0.2184852374839537,0.2056485709453746,0.3598346509684304,0.30333333333333334,0.30201342281879195,0.30666666666666664,0.30434782608695643,0.30333333333333334,0.6138838475499093,0,accu_dp,28222
"woe_enc,median_imp,no_samp,no_sel,quant_scale",0.12351566152407667,0.0889241168904974,0.2074216431885904,0.244,0.2084398976982097,0.11571428571428577,0.16464237516869096,0.32952380952380955,0.8494243702268324,1,accu_dp,28222
"loo_enc,median_imp,no_sel,under_samp,min_max_scale",0.1508072174738842,0.11747446207346227,0.22454012324835057,0.2733333333333333,0.27181208053691275,0.2766666666666666,0.274247491638796,0.2733333333333333,0.7236338322311172,1,accu_dp,28222
"woe_enc,median_imp,under_samp,no_sel,quant_scale",0.143127792214442,0.08301633475050346,0.19402070575775643,0.2783333333333333,0.2714776632302406,0.29333333333333333,0.2825719120135364,0.2783333333333333,0.7302337925543466,1,accu_dp,28222
