pipe,dp,eo,eqOdds,accu,precision,recall,f1,roc_auc,dpr,gen,reps,seed
"onehot_enc,median_imp,over_samp,norm_scale,k_best_sel",0.5825892857142857,0.373134328358209,0.9196930328116504,0.44499999999999995,0.4528763769889841,0.36142857142857143,0.41067897165458134,0.44500000000000006,-1.0,0,accu_dp,71427
"ordinal_enc,median_imp,no_sel,over_samp,quant_scale",0.14833849101090474,0.10058923817784826,0.2156669804754007,0.29500000000000004,0.2923299565846599,0.3014285714285714,0.29690869877785764,0.29499999999999993,0.7266834102633724,0,accu_dp,71427
"woe_enc,median_imp,no_samp,max_abs_scale,no_sel",0.0998129967274427,0.04407820616357093,0.18222124857675115,0.243,0.20891719745222925,0.11285714285714288,0.16363636363636358,0.3297619047619048,0.8776714604938979,0,accu_dp,71427
"loo_enc,median_imp,under_samp,norm_scale,k_best_sel",0.31840796019900497,0.6195652173913043,0.885620263262864,0.45833333333333337,0.43781094527363185,0.6233333333333333,0.5489021956087825,0.45833333333333326,-1.0,0,accu_dp,71427
"loo_enc,most_freq_imp,no_sel,no_samp,min_max_scale",0.10883590462833104,0.05306134657374449,0.2016755931754064,0.244,0.21065989847715738,0.11142857142857143,0.16397849462365588,0.33238095238095244,0.8675541901348353,0,accu_dp,71427
"loo_enc,median_imp,no_sel,max_abs_scale,no_samp",0.11538101916783539,0.06619208566386504,0.21994586826629547,0.25,0.2282608695652174,0.08714285714285719,0.16361256544502634,0.35857142857142854,0.8664213033124053,0,accu_dp,71427
"target_enc,median_imp,k_best_sel,under_samp,norm_scale",0.5773195876288659,0.38823529411764707,0.9386940097139773,0.45333333333333337,0.4606741573033708,0.36,0.41463414634146345,0.45333333333333325,-1.0,0,accu_dp,71427
"woe_enc,median_imp,max_abs_scale,under_samp,no_sel",0.18572324414715724,0.11555555555555555,0.2514410447721366,0.2716666666666666,0.27090301003344486,0.2733333333333333,0.27212020033388984,0.2716666666666667,0.665537361189535,0,accu_dp,71427
"loo_enc,median_imp,no_sel,quant_scale,no_samp",0.11561477325853198,0.07897386813427851,0.19223579233813073,0.241,0.2068965517241379,0.11285714285714288,0.16250842886041805,0.3264285714285715,0.8588067370825008,0,accu_dp,71427
"count_enc,median_imp,no_sel,under_samp,norm_scale",0.5284974093264249,0.42857142857142855,0.9239842726081258,0.41833333333333333,0.41694915254237286,0.42666666666666664,0.42184873949579826,0.4183333333333332,-1.0,0,accu_dp,71427
"woe_enc,median_imp,over_samp,max_abs_scale,no_sel",0.1116318526965761,0.0719847655510025,0.13375848734527748,0.24928571428571433,0.24528301886792447,0.2571428571428571,0.25125989920806324,0.24928571428571422,0.7888409533329825,1,accu_dp,71427
"ordinal_enc,median_imp,no_sel,no_samp,quant_scale",0.11411874707807379,0.06992093640016353,0.22756539578822257,0.28500000000000003,0.24414303329223186,0.12428571428571433,0.1886168100595632,0.3921428571428571,0.8651679186920018,1,accu_dp,71427
"onehot_enc,median_imp,over_samp,norm_scale,no_sel",0.3053763440860215,0.5970149253731343,0.8280755314337404,0.45499999999999996,0.4334038054968288,0.6171428571428572,0.5430520034100597,0.45500000000000007,-1.0,1,accu_dp,71427
"count_enc,median_imp,k_best_sel,under_samp,norm_scale",0.48186528497409326,0.42857142857142855,0.8414154652686763,0.395,0.3820224719101124,0.44999999999999996,0.417989417989418,0.395,-1.0,1,accu_dp,71427
"loo_enc,median_imp,k_best_sel,norm_scale,under_samp",0.5816326530612245,0.3563218390804598,0.8884319308235791,0.44833333333333336,0.4560906515580736,0.36,0.41194486983154666,0.44833333333333325,-1.0,1,accu_dp,71427
"loo_enc,median_imp,no_samp,quant_scale,no_sel",0.11561477325853198,0.07897386813427851,0.19223579233813073,0.241,0.2068965517241379,0.11285714285714288,0.16250842886041805,0.3264285714285715,0.8588067370825008,1,accu_dp,71427
"woe_enc,median_imp,max_abs_scale,under_samp,no_sel",0.16269373697090544,0.10221760221760223,0.21845757531909604,0.275,0.27118644067796616,0.2833333333333333,0.2773109243697479,0.2749999999999999,0.7000334224598931,1,accu_dp,71427
"onehot_enc,median_imp,over_samp,norm_scale,k_best_sel",0.5543710021321961,0.3582089552238806,0.8470149253731343,0.4357142857142857,0.4447174447174447,0.3542857142857143,0.40290620871862615,0.4357142857142857,-1.0,1,accu_dp,71427
"loo_enc,most_freq_imp,no_sel,no_samp,min_max_scale",0.10883590462833104,0.05306134657374449,0.2016755931754064,0.244,0.21065989847715738,0.11142857142857143,0.16397849462365588,0.33238095238095244,0.8675541901348353,1,accu_dp,71427
"loo_enc,median_imp,no_sel,quant_scale,no_samp",0.11561477325853198,0.07897386813427851,0.19223579233813073,0.241,0.2068965517241379,0.11285714285714288,0.16250842886041805,0.3264285714285715,0.8588067370825008,1,accu_dp,71427
"woe_enc,median_imp,max_abs_scale,under_samp,no_sel",0.09060756821950855,0.07939719899888176,0.11181950554578601,0.26,0.2551020408163265,0.27,0.26262626262626265,0.26,0.8257213281136726,2,accu_dp,71427
"count_enc,median_imp,k_best_sel,under_samp,norm_scale",0.4782608695652174,0.4387755102040816,0.8424452349747238,0.38,0.37234042553191493,0.41000000000000003,0.39175257731958757,0.3800000000000001,-1.0,2,accu_dp,71427
"onehot_enc,median_imp,no_sel,quant_scale,no_samp",0.11949509116409529,0.08685031755052393,0.20140913401625232,0.254,0.21262886597938147,0.1271428571428571,0.17208672086720866,0.33857142857142863,0.8530274279799898,2,accu_dp,71427
