pipe,dp,eo,eqOdds,accu,precision,recall,f1,roc_auc,dpr,gen,reps,seed
"woe_enc,mean_imp,no_sel,quant_scale,no_samp",0.8663745046308051,0.7681222191597432,1.5347414024455932,0.18967452300785637,0.2321981424148607,0.2748538011695907,0.25413533834586466,0.20573291151375717,0.061925536365266244,0,accu_dp,52582
"target_enc,median_imp,over_samp,no_sel,quant_scale",0.8296935160942553,0.672316384180791,1.5429241714552449,0.22495446265938068,0.22939068100358428,0.21675774134790526,0.22312556458897925,0.22495446265938068,0.16662713350177902,0,accu_dp,52582
"target_enc,mean_imp,over_samp,quant_scale,k_best_sel",0.8003072196620584,0.6229508196721312,1.4926089393302509,0.2331511839708561,0.24610051993067594,0.20765027322404372,0.22735346358792186,0.2331511839708561,0.19969278033794163,0,accu_dp,52582
"onehot_enc,most_freq_imp,over_samp,no_sel,max_abs_scale",0.7898398471686355,0.5634381812519464,1.3115388460192778,0.18670309653916206,0.18840579710144922,0.1839708561020036,0.18619436875567674,0.18670309653916206,0.17806733737078786,0,accu_dp,52582
"onehot_enc,mean_imp,under_samp,no_sel,norm_scale",0.3448275862068966,0.41284403669724773,0.6687362925895036,0.33333333333333337,0.31000000000000005,0.39473684210526316,0.3551401869158878,0.33333333333333337,-1.0,0,accu_dp,52582
"onehot_enc,median_imp,k_best_sel,no_scale,over_samp",0.8411949685534591,0.7083333333333334,1.5972222222222223,0.2295081967213115,0.2362344582593251,0.21675774134790526,0.22661870503597115,0.2295081967213114,0.15880503144654087,0,accu_dp,52582
"onehot_enc,most_freq_imp,no_sel,over_samp,no_scale",0.7874517744274496,0.6426852303192786,1.2877469587143402,0.19763205828779595,0.18560606060606055,0.21675774134790526,0.20148560817084493,0.19763205828779595,0.1647123701166773,0,accu_dp,52582
"woe_enc,most_freq_imp,over_samp,quant_scale,no_sel",0.820111902858795,0.6381007618271312,1.4780817684748044,0.20947176684881608,0.216696269982238,0.19672131147540983,0.20683453237410077,0.20947176684881597,0.1691207636244594,0,accu_dp,52582
"count_enc,median_imp,quant_scale,k_best_sel,under_samp",0.8101176945558588,0.6287356774422176,1.510680121886662,0.23099415204678364,0.24444444444444446,0.20467836257309946,0.225071225071225,0.23099415204678353,0.18704972609254725,0,accu_dp,52582
"ordinal_enc,median_imp,no_samp,k_best_sel,norm_scale",0.1923743500866551,0.6055045871559633,0.7508037324551087,0.3108866442199776,0.36401673640167365,0.5555555555555556,0.476764199655766,0.3570127504553734,-1.0,0,accu_dp,52582
"onehot_enc,most_freq_imp,no_sel,over_samp,no_scale",0.7691032631030987,0.5907962082437385,1.2766936441411745,0.2030965391621129,0.19702602230483268,0.21311475409836067,0.2051517939282428,0.203096539162113,0.18395616215351968,1,accu_dp,52582
"onehot_enc,most_freq_imp,over_samp,no_sel,max_abs_scale",0.7570503361206755,0.5414712643678161,1.2413762976061826,0.19672131147540983,0.20214669051878353,0.1876138433515483,0.19494584837545126,0.19672131147540983,0.20457384038933632,1,accu_dp,52582
"onehot_enc,most_freq_imp,no_sel,over_samp,quant_scale",0.777845251091703,0.5702763555610388,1.3722706575553407,0.21311475409836067,0.22891566265060237,0.1839708561020036,0.20707964601769902,0.21311475409836056,0.20832638888888888,1,accu_dp,52582
"woe_enc,most_freq_imp,over_samp,no_scale,no_sel",0.7795600977560542,0.5698548510313216,1.2647741292839332,0.18670309653916206,0.17790262172284643,0.20036429872495443,0.1892890120036934,0.18670309653916217,0.17319383571327585,1,accu_dp,52582
"woe_enc,mean_imp,no_samp,no_sel,quant_scale",0.8663745046308051,0.7681222191597432,1.5347414024455932,0.18967452300785637,0.2321981424148607,0.2748538011695907,0.25413533834586466,0.20573291151375717,0.061925536365266244,1,accu_dp,52582
"onehot_enc,most_freq_imp,no_sel,max_abs_scale,over_samp",0.8082267584849975,0.6104367816091953,1.4202658414382552,0.20400728597449913,0.20073664825046045,0.20947176684881608,0.20512820512820507,0.20400728597449913,0.16428253544408417,1,accu_dp,52582
"target_enc,median_imp,over_samp,no_sel,quant_scale",0.8327490211205822,0.6647398843930635,1.5315490012021802,0.21675774134790526,0.2208258527827648,0.20947176684881608,0.21518987341772156,0.21675774134790537,0.16174823204381922,1,accu_dp,52582
"woe_enc,mean_imp,no_sel,quant_scale,no_samp",0.8663745046308051,0.7681222191597432,1.5347414024455932,0.18967452300785637,0.2321981424148607,0.2748538011695907,0.25413533834586466,0.20573291151375717,0.061925536365266244,1,accu_dp,52582
