pipe,dp,eo,eqOdds,accu,precision,recall,f1,roc_auc,dpr,gen,reps,seed
"loo_enc,most_freq_imp,no_sel,no_scale,no_samp",0.07924263674614307,0.044287580135395174,0.1416505658695803,0.261,0.24023668639053253,0.08285714285714285,0.16893203883495134,0.37976190476190474,0.9088709677419354,0,accu_dp,83887
"loo_enc,most_freq_imp,k_best_sel,norm_scale,no_samp",1.0,0.0,1.0,0.30000000000000004,0.30000000000000004,0.0,0.17647058823529416,0.5,-1.0,0,accu_dp,83887
"woe_enc,median_imp,quant_scale,under_samp,k_best_sel",0.13327205882352938,0.08850147132308031,0.1746247241210053,0.265,0.26101694915254237,0.2733333333333333,0.26722689075630257,0.265,0.7505733944954129,0,accu_dp,83887
"woe_enc,median_imp,under_samp,no_sel,no_scale",0.12098765432098768,0.07085416213866552,0.16091612476895517,0.2683333333333333,0.25951557093425603,0.2866666666666666,0.2733446519524617,0.2683333333333333,0.7677725118483412,0,accu_dp,83887
"target_enc,mean_imp,no_scale,k_best_sel,over_samp",0.14213584611179003,0.1274688680844276,0.23280220141776092,0.3314285714285714,0.3392370572207084,0.30714285714285716,0.3235704323570433,0.3314285714285714,0.7506711313122204,0,accu_dp,83887
"woe_enc,mean_imp,under_samp,k_best_sel,quant_scale",0.18549546166694725,0.15557865557865558,0.2600505322297916,0.2533333333333333,0.2516778523489933,0.2566666666666667,0.2541806020066891,0.2533333333333334,0.6654601499194358,0,accu_dp,83887
"target_enc,most_freq_imp,no_sel,quant_scale,over_samp",0.08776244864110977,0.04786687803467632,0.11203559330964008,0.27214285714285713,0.26647144948755486,0.28428571428571425,0.2754880694143167,0.27214285714285724,0.8298156168338724,0,accu_dp,83887
"onehot_enc,median_imp,under_samp,norm_scale,k_best_sel",0.5684210526315789,0.32098765432098764,0.8072261864310795,0.43500000000000005,0.4444444444444444,0.35,0.40092165898617516,0.43500000000000005,-1.0,0,accu_dp,83887
"loo_enc,median_imp,no_sel,no_scale,no_samp",0.07311827956989247,0.03523464840128017,0.14042702075345842,0.276,0.2488151658767772,0.0942857142857143,0.1787564766839378,0.39714285714285713,0.9156327543424317,0,accu_dp,83887
"loo_enc,median_imp,no_sel,over_samp,quant_scale",0.12977433385178494,0.08684034736138943,0.17899622183415914,0.26,0.2543859649122807,0.27142857142857146,0.26300578034682087,0.26,0.7554451796338874,0,accu_dp,83887
"target_enc,mean_imp,no_scale,k_best_sel,under_samp",0.037878787878787845,0.033632862644415895,0.1026083177575337,0.32166666666666666,0.3301587301587302,0.29666666666666663,0.31382113821138213,0.32166666666666666,0.9295774647887325,1,accu_dp,83887
"woe_enc,mean_imp,over_samp,k_best_sel,quant_scale",0.1006790879134617,0.07274249992522358,0.14194384244931324,0.2778571428571428,0.27165932452276065,0.2914285714285715,0.28167994207096314,0.2778571428571428,0.8057461952960023,1,accu_dp,83887
"target_enc,most_freq_imp,no_sel,quant_scale,over_samp",0.06250255065909027,0.02893348886828384,0.08279165122332396,0.27142857142857146,0.26608187134502925,0.2828571428571428,0.27456647398843925,0.27142857142857146,0.8768965990061326,1,accu_dp,83887
"loo_enc,median_imp,no_sel,over_samp,quant_scale",0.08792265068415694,0.03902332027238559,0.10600155549764245,0.25142857142857145,0.24411764705882355,0.2657142857142857,0.255072463768116,0.25142857142857133,0.8288104805416414,1,accu_dp,83887
"loo_enc,most_freq_imp,k_best_sel,no_scale,no_samp",0.025666199158485337,0.015274329754035434,0.08842865993319872,0.28500000000000003,0.2747014115092291,0.04571428571428571,0.17581739666872298,0.44452380952380954,1.028110599078341,1,accu_dp,83887
"loo_enc,most_freq_imp,no_sel,norm_scale,no_samp",1.0,0.0,1.0,0.30000000000000004,0.30000000000000004,0.0,0.17647058823529416,0.5,-1.0,1,accu_dp,83887
"woe_enc,median_imp,under_samp,no_sel,no_scale",0.11404904823368717,0.11904761904761901,0.1697705164009981,0.2816666666666666,0.28093645484949836,0.2833333333333333,0.2821368948247077,0.2816666666666666,0.787285263526937,1,accu_dp,83887
"loo_enc,most_freq_imp,k_best_sel,norm_scale,no_samp",1.0,0.0,1.0,0.30000000000000004,0.30000000000000004,0.0,0.17647058823529416,0.5,-1.0,1,accu_dp,83887
"loo_enc,median_imp,no_sel,no_scale,no_samp",0.07311827956989247,0.03523464840128017,0.14042702075345842,0.276,0.2488151658767772,0.0942857142857143,0.1787564766839378,0.39714285714285713,0.9156327543424317,1,accu_dp,83887
"woe_enc,mean_imp,under_samp,k_best_sel,quant_scale",0.09807025478667275,0.09414771819585704,0.13569630362263063,0.28833333333333333,0.2861952861952862,0.29333333333333333,0.289782244556114,0.28833333333333333,0.814036592338479,1,accu_dp,83887
"woe_enc,mean_imp,over_samp,no_sel,quant_scale",0.0793181287460108,0.042961544980508304,0.09493021941841653,0.265,0.2612481857764877,0.2728571428571429,0.2670986321094313,0.265,0.8466516177577125,2,accu_dp,83887
"woe_enc,median_imp,under_samp,k_best_sel,no_scale",0.18074454428754816,0.13157449687130052,0.26616309382600534,0.2733333333333333,0.26712328767123283,0.2866666666666666,0.277027027027027,0.2733333333333333,0.6676894028793958,2,accu_dp,83887
"loo_enc,median_imp,no_sel,quant_scale,no_samp",0.11561477325853198,0.07897386813427851,0.19223579233813073,0.241,0.2068965517241379,0.11285714285714288,0.16250842886041805,0.3264285714285715,0.8588067370825008,2,accu_dp,83887
"target_enc,most_freq_imp,no_sel,no_scale,over_samp",0.09548620440701966,0.031695231258537016,0.12191745348075925,0.2928571428571428,0.28293413173652693,0.3157142857142857,0.29970760233918126,0.2928571428571429,0.8119991535637725,2,accu_dp,83887
"woe_enc,mean_imp,over_samp,k_best_sel,no_scale",0.10218633757203077,0.07972163231936513,0.14049610992591896,0.25857142857142856,0.24159021406727832,0.2914285714285715,0.26735598227474155,0.25857142857142856,0.795413545907043,2,accu_dp,83887
"target_enc,most_freq_imp,no_sel,quant_scale,over_samp",0.08467016235366825,0.04095753696447624,0.10220117621526117,0.25428571428571434,0.24404761904761907,0.27428571428571424,0.2594752186588921,0.2542857142857142,0.8329291847990504,2,accu_dp,83887
